index,data,seed,e,kappa,cl_ml_ratio,ml_sat,ml_unsat,cl_sat,cl_unsat,lambda_minus,lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_slvr_status,p2_clause_gen,p2_solver,p2_total,total_time,final_slvr_status,total_slvr_time
121,iris,1732,0.1,1.75,2,88,0,174,0,854,23,0.979932005,OPTIMUM,0.06158,0.09065,0.17534,OPTIMUM,0.06131,0.44782,0.69185,0.86719,OPTIMUM,0.53847
122,iris,1732,0.1,1.75,3,88,0,174,0,854,23,0.979932005,OPTIMUM,0.10272,0.08976,0.20713,OPTIMUM,0.0647,0.20764,0.45744,0.66457,OPTIMUM,0.2974
123,iris,1732,0.1,1.75,5,88,0,174,0,854,23,0.979932005,OPTIMUM,0.05983,0.08051,0.15647,OPTIMUM,0.06515,0.22796,0.48064,0.63711,OPTIMUM,0.30847
124,iris,1732,0.1,2,1,108,0,192,0,854,23,0.979932005,OPTIMUM,0.05778,0.0695,0.14181,OPTIMUM,0.06178,0.13224,0.3386,0.48041,OPTIMUM,0.20174
125,iris,1732,0.1,2,2,108,0,192,0,854,23,0.979932005,OPTIMUM,0.05902,0.07448,0.15543,OPTIMUM,0.06156,0.13838,0.34197,0.4974,OPTIMUM,0.21286
126,iris,1732,0.1,2,3,108,0,192,0,854,23,0.979932005,OPTIMUM,0.06101,0.07423,0.14947,OPTIMUM,0.06084,0.09596,0.30338,0.45285,OPTIMUM,0.17019
127,iris,1732,0.1,2,5,108,0,192,0,854,23,0.979932005,OPTIMUM,0.06093,0.07557,0.14977,OPTIMUM,0.0648,0.09223,0.30256,0.45233,OPTIMUM,0.1678
128,libras,1732,0.1,0.1,1,3,0,33,0,3135,68,0.130113791,OPTIMUM,7.92084,25.88479,34.58698,OPTIMUM,7.7919,69.20672,78.83631,113.42329,OPTIMUM,95.09151
129,libras,1732,0.1,0.1,2,3,0,33,0,3135,68,0.130113791,OPTIMUM,7.93505,25.91213,34.60672,OPTIMUM,7.96434,69.3916,79.24398,113.8507,OPTIMUM,95.30373
130,libras,1732,0.1,0.1,3,3,0,33,0,3135,68,0.167357082,OPTIMUM,8.33759,27.16712,36.58314,OPTIMUM,8.1932,76.58035,86.59924,123.18238,OPTIMUM,103.74747
131,libras,1732,0.1,0.1,5,3,0,33,0,3135,68,0.167357082,OPTIMUM,8.26945,27.12134,36.39683,OPTIMUM,8.38964,76.37265,86.59414,122.99097,OPTIMUM,103.49399
132,libras,1732,0.1,0.25,1,10,0,80,0,3135,68,0.116823058,OPTIMUM,7.90799,45.90035,54.5676,OPTIMUM,7.78063,142.59851,152.23475,206.80235,OPTIMUM,188.49886
133,libras,1732,0.1,0.25,2,10,0,80,0,3135,68,0.116823058,OPTIMUM,8.01808,45.83858,54.99573,OPTIMUM,7.90296,143.92567,153.74745,208.74318,OPTIMUM,189.76425
134,libras,1732,0.1,0.25,3,10,0,80,0,3135,68,0.145267082,OPTIMUM,8.73538,49.53185,59.63687,OPTIMUM,8.42275,86.02701,96.28749,155.92436,OPTIMUM,135.55886
135,libras,1732,0.1,0.25,5,10,0,80,0,3135,68,0.145267082,OPTIMUM,8.28284,49.31918,58.6667,OPTIMUM,8.31081,86.65391,96.7851,155.4518,OPTIMUM,135.97309
136,libras,1732,0.1,0.5,1,14,0,166,0,3593,99,0.180691847,OPTIMUM,7.95078,65.74572,74.81264,OPTIMUM,8.13298,311.84228,321.42593,396.23857,OPTIMUM,377.588
137,libras,1732,0.1,0.5,2,14,0,166,0,3593,99,0.180691847,OPTIMUM,8.06622,62.08483,71.27113,OPTIMUM,8.08991,315.32226,324.85139,396.12252,OPTIMUM,377.40709
138,libras,1732,0.1,0.5,3,14,0,166,0,3593,99,0.180691847,OPTIMUM,7.94807,64.60336,73.70868,OPTIMUM,7.75394,315.574,324.91127,398.61995,OPTIMUM,380.17736
139,libras,1732,0.1,0.5,5,14,0,166,0,3593,99,0.180691847,OPTIMUM,8.22034,65.45727,74.74717,OPTIMUM,8.26535,341.64097,351.28119,426.02836,OPTIMUM,407.09824
140,libras,1732,0.1,0.7,1,18,0,233,0,3593,99,0.127662559,OPTIMUM,8.01106,64.39319,73.55431,OPTIMUM,7.84799,379.87682,389.24133,462.79564,OPTIMUM,444.27001
141,libras,1732,0.1,0.7,2,18,0,233,0,3593,99,0.161876947,OPTIMUM,8.01221,61.1578,70.44146,OPTIMUM,8.04006,585.75807,595.18103,665.62249,OPTIMUM,646.91587
142,libras,1732,0.1,0.7,3,18,0,233,0,3593,99,0.161876947,OPTIMUM,8.28457,61.70958,71.04765,OPTIMUM,8.11775,618.35563,627.87411,698.92176,OPTIMUM,680.06521
143,libras,1732,0.1,0.7,5,18,0,233,0,3593,99,0.169429501,OPTIMUM,8.29658,61.49601,70.90497,OPTIMUM,8.47152,609.2708,619.14562,690.05059,OPTIMUM,670.76681
144,libras,1732,0.1,1,1,23,0,337,0,0,0,,OPTIMUM,7.99546,84.45683,93.22816,UNKNOWN,7.97184,900.0305,909.48158,1002.70974,UNKNOWN,984.48733
145,libras,1732,0.1,1,2,23,0,337,0,0,0,,OPTIMUM,8.01946,74.05344,83.23486,UNKNOWN,7.93855,900.03138,909.43805,992.67291,UNKNOWN,974.08482
146,libras,1732,0.1,1,3,23,0,337,0,0,0,,OPTIMUM,8.28792,83.81055,93.21494,UNKNOWN,8.18606,900.03756,909.65671,1002.87165,UNKNOWN,983.84811
147,libras,1732,0.1,1,5,23,0,337,0,0,0,,OPTIMUM,8.41365,73.47981,83.60775,UNKNOWN,8.25465,900.02932,910.32027,993.92802,UNKNOWN,973.50913
148,libras,1732,0.1,1.5,1,33,1,506,0,0,0,,SATISFIABLE,7.98462,900.03234,909.07152,UNKNOWN,7.82248,900.03084,909.36783,1818.43935,UNKNOWN,1800.06318
149,libras,1732,0.1,1.5,2,34,0,506,0,0,0,,OPTIMUM,8.20232,486.74529,496.06641,UNKNOWN,7.85673,900.03442,909.40498,1405.47139,UNKNOWN,1386.77971
150,libras,1732,0.1,1.5,3,34,0,506,0,0,0,,OPTIMUM,8.0723,285.35201,294.55653,UNKNOWN,8.1629,900.03511,909.74482,1204.30135,UNKNOWN,1185.38712
151,libras,1732,0.1,1.5,5,34,0,506,0,0,0,,OPTIMUM,8.26916,869.04799,878.89885,UNKNOWN,8.38477,900.02972,909.90782,1788.80667,UNKNOWN,1769.07771
152,libras,1732,0.1,1.75,1,38,0,592,0,0,0,,OPTIMUM,8.20487,272.10123,281.36058,UNKNOWN,7.74733,900.03104,909.31092,1190.6715,UNKNOWN,1172.13227
153,libras,1732,0.1,1.75,2,37,1,592,0,0,0,,SATISFIABLE,8.24701,900.03925,909.41201,UNKNOWN,8.39054,900.03488,909.9274,1819.33941,UNKNOWN,1800.07413
154,libras,1732,0.1,1.75,3,38,0,592,0,0,0,,OPTIMUM,7.92294,502.63731,511.77175,UNKNOWN,7.82151,900.03061,909.39705,1421.1688,UNKNOWN,1402.66792
155,libras,1732,0.1,1.75,5,38,0,592,0,0,0,,OPTIMUM,8.3135,371.01711,380.45035,UNKNOWN,8.09189,900.02549,909.6154,1290.06575,UNKNOWN,1271.0426
156,libras,1732,0.1,2,1,38,4,677,1,0,0,,SATISFIABLE,8.11746,900.0312,909.21391,UNKNOWN,7.83949,900.03043,909.43019,1818.6441,UNKNOWN,1800.06163
157,libras,1732,0.1,2,2,38,4,677,1,0,0,,SATISFIABLE,8.07021,900.0386,909.28585,UNKNOWN,8.15177,900.03117,910.15755,1819.4434,UNKNOWN,1800.06977
158,libras,1732,0.1,2,3,40,2,678,0,0,0,,SATISFIABLE,7.92871,900.02353,909.20841,UNKNOWN,7.79182,900.01758,909.41584,1818.62425,UNKNOWN,1800.04111
159,libras,1732,0.1,2,5,41,1,678,0,0,0,,SATISFIABLE,8.42856,900.02797,909.56501,UNKNOWN,8.13373,900.02976,909.66809,1819.2331,UNKNOWN,1800.05773
160,lsun,1732,0.1,0.1,1,9,0,31,0,734,9,0.610926736,OPTIMUM,0.10421,0.96479,1.0963,OPTIMUM,0.10613,0.82208,5.92347,7.01977,OPTIMUM,1.78687
161,lsun,1732,0.1,0.1,2,9,0,31,0,734,9,0.610926736,OPTIMUM,0.10933,1.00223,1.14138,OPTIMUM,0.11573,0.76818,6.30961,7.45099,OPTIMUM,1.77041
162,lsun,1732,0.1,0.1,3,9,0,31,0,734,9,0.610926736,OPTIMUM,0.10886,1.01096,1.15645,OPTIMUM,0.11333,0.7872,6.23754,7.39399,OPTIMUM,1.79816
163,lsun,1732,0.1,0.1,5,9,0,31,0,734,9,0.610926736,OPTIMUM,0.10458,1.00577,1.14093,OPTIMUM,0.11302,0.7868,6.22974,7.37067,OPTIMUM,1.79257
164,lsun,1732,0.1,0.25,1,32,0,68,0,923,104,1,OPTIMUM,0.10659,0.95778,1.09486,OPTIMUM,0.1066,0.50767,1.6611,2.75596,OPTIMUM,1.46545
165,lsun,1732,0.1,0.25,2,32,0,68,0,923,104,1,OPTIMUM,0.11059,0.99823,1.13559,OPTIMUM,0.11241,0.50414,1.80177,2.93736,OPTIMUM,1.50237
166,lsun,1732,0.1,0.25,3,32,0,68,0,923,104,1,OPTIMUM,0.11044,1.02382,1.16209,OPTIMUM,0.1133,0.45391,1.67586,2.83795,OPTIMUM,1.47773
167,lsun,1732,0.1,0.25,5,32,0,68,0,923,104,1,OPTIMUM,0.11215,0.99984,1.13861,OPTIMUM,0.11256,0.45293,1.67458,2.81319,OPTIMUM,1.45277
168,lsun,1732,0.1,0.5,1,75,0,125,0,923,104,1,OPTIMUM,0.10381,0.23743,0.37709,OPTIMUM,0.10913,0.1837,0.96602,1.34311,OPTIMUM,0.42113
169,lsun,1732,0.1,0.5,2,75,0,125,0,923,104,1,OPTIMUM,0.10717,0.23981,0.37291,OPTIMUM,0.11243,0.16418,0.963,1.33591,OPTIMUM,0.40399
170,lsun,1732,0.1,0.5,3,75,0,125,0,923,104,1,OPTIMUM,0.10841,0.24176,0.37562,OPTIMUM,0.11296,0.16303,0.97842,1.35404,OPTIMUM,0.40479
171,lsun,1732,0.1,0.5,5,75,0,125,0,923,104,1,OPTIMUM,0.11111,0.23252,0.36979,OPTIMUM,0.1118,0.16712,0.98104,1.35083,OPTIMUM,0.39964
172,lsun,1732,0.1,0.7,1,100,0,180,0,923,104,1,OPTIMUM,0.11162,0.27997,0.4226,OPTIMUM,0.10577,0.36325,1.09979,1.52239,OPTIMUM,0.64322
173,lsun,1732,0.1,0.7,2,100,0,180,0,923,104,1,OPTIMUM,0.10819,0.29189,0.42709,OPTIMUM,0.11545,0.37802,1.15171,1.5788,OPTIMUM,0.66991
174,lsun,1732,0.1,0.7,3,100,0,180,0,923,104,1,OPTIMUM,0.10922,0.2888,0.42497,OPTIMUM,0.11359,0.37032,1.15146,1.57643,OPTIMUM,0.65912
175,lsun,1732,0.1,0.7,5,100,0,180,0,923,104,1,OPTIMUM,0.11167,0.29295,0.43392,OPTIMUM,0.11398,0.37989,1.16103,1.59495,OPTIMUM,0.67284
176,lsun,1732,0.1,1,1,137,0,263,0,923,104,1,OPTIMUM,0.10915,0.22121,0.35664,OPTIMUM,0.10875,0.43512,1.10432,1.46096,OPTIMUM,0.65633
177,lsun,1732,0.1,1,2,137,0,263,0,923,104,1,OPTIMUM,0.11265,0.23057,0.36814,OPTIMUM,0.11208,0.46805,1.1898,1.55794,OPTIMUM,0.69862
178,lsun,1732,0.1,1,3,137,0,263,0,923,104,1,OPTIMUM,0.10694,0.2349,0.36786,OPTIMUM,0.1144,0.44796,1.1557,1.52356,OPTIMUM,0.68286
179,lsun,1732,0.1,1,5,137,0,263,0,923,104,1,OPTIMUM,0.1165,0.22746,0.38627,OPTIMUM,0.11254,0.44614,1.14539,1.53166,OPTIMUM,0.6736
180,lsun,1732,0.1,1.5,1,211,0,389,0,923,104,1,OPTIMUM,0.10532,0.26077,0.40374,OPTIMUM,0.10713,0.27113,0.84419,1.24793,OPTIMUM,0.5319
181,lsun,1732,0.1,1.5,2,211,0,389,0,923,104,1,OPTIMUM,0.11393,0.26739,0.41292,OPTIMUM,0.11185,0.2756,1.04521,1.45813,OPTIMUM,0.54299
182,lsun,1732,0.1,1.5,3,211,0,389,0,923,104,1,OPTIMUM,0.11235,0.27172,0.41491,OPTIMUM,0.11279,0.2729,0.88606,1.30097,OPTIMUM,0.54462
183,lsun,1732,0.1,1.5,5,211,0,389,0,923,104,1,OPTIMUM,0.11315,0.2716,0.41374,OPTIMUM,0.111,0.27983,0.88339,1.29713,OPTIMUM,0.55143
184,lsun,1732,0.1,1.75,1,247,0,453,0,923,104,1,OPTIMUM,0.10729,0.19156,0.33982,OPTIMUM,0.10855,0.13956,0.70992,1.04974,OPTIMUM,0.33112
185,lsun,1732,0.1,1.75,2,247,0,453,0,923,104,1,OPTIMUM,0.1136,0.20374,0.34477,OPTIMUM,0.11322,0.13799,0.7324,1.07717,OPTIMUM,0.34173
186,lsun,1732,0.1,1.75,3,247,0,453,0,923,104,1,OPTIMUM,0.11263,0.19967,0.34105,OPTIMUM,0.11419,0.13744,0.74068,1.08173,OPTIMUM,0.33711
187,lsun,1732,0.1,1.75,5,247,0,453,0,923,104,1,OPTIMUM,0.11292,0.20193,0.34495,OPTIMUM,0.11463,0.13527,0.73814,1.08309,OPTIMUM,0.3372
188,lsun,1732,0.1,2,1,285,0,515,0,923,104,1,OPTIMUM,0.10765,0.19446,0.34418,OPTIMUM,0.10671,0.12947,0.66865,1.01283,OPTIMUM,0.32393
189,lsun,1732,0.1,2,2,285,0,515,0,923,104,1,OPTIMUM,0.1142,0.19597,0.33802,OPTIMUM,0.11422,0.13147,0.705,1.04302,OPTIMUM,0.32744
190,lsun,1732,0.1,2,3,285,0,515,0,923,104,1,OPTIMUM,0.11752,0.19879,0.34326,OPTIMUM,0.11109,0.12816,0.70036,1.04362,OPTIMUM,0.32695
191,lsun,1732,0.1,2,5,285,0,515,0,923,104,1,OPTIMUM,0.11197,0.19278,0.33294,OPTIMUM,0.11426,0.13082,0.71031,1.04325,OPTIMUM,0.3236
192,seeds,1732,0.1,0.1,1,8,0,13,0,896,46,0.646445669,OPTIMUM,0.11715,0.09396,0.23402,OPTIMUM,0.12149,0.42504,1.58392,1.81794,OPTIMUM,0.519
193,seeds,1732,0.1,0.1,2,8,0,13,0,896,46,0.646445669,OPTIMUM,0.12405,0.09901,0.2402,OPTIMUM,0.12891,0.35825,1.57167,1.81187,OPTIMUM,0.45726
194,seeds,1732,0.1,0.1,3,8,0,13,0,896,46,0.646445669,OPTIMUM,0.13584,0.09836,0.25191,OPTIMUM,0.14978,0.37686,1.60138,1.85329,OPTIMUM,0.47522
195,seeds,1732,0.1,0.1,5,8,0,13,0,896,46,0.646445669,OPTIMUM,0.12439,0.09266,0.23526,OPTIMUM,0.13269,0.38003,1.58489,1.82015,OPTIMUM,0.47269
196,seeds,1732,0.1,0.25,1,17,0,35,0,903,30,0.7598152,OPTIMUM,0.11417,0.12676,0.25886,OPTIMUM,0.12314,0.37966,1.47548,1.73434,OPTIMUM,0.50642
197,seeds,1732,0.1,0.25,2,17,0,35,0,903,30,0.7598152,OPTIMUM,0.11853,0.12718,0.26354,OPTIMUM,0.13001,0.36487,1.50679,1.77033,OPTIMUM,0.49205
198,seeds,1732,0.1,0.25,3,17,0,35,0,903,30,0.7598152,OPTIMUM,0.12042,0.12587,0.26503,OPTIMUM,0.13347,0.33842,1.48971,1.75474,OPTIMUM,0.46429
199,seeds,1732,0.1,0.25,5,17,0,35,0,903,30,0.7598152,OPTIMUM,0.11991,0.12826,0.26648,OPTIMUM,0.1266,0.32481,1.43991,1.70639,OPTIMUM,0.45307
200,seeds,1732,0.1,0.5,1,38,0,67,0,1083,18,0.822203537,OPTIMUM,0.11369,0.92427,1.0653,OPTIMUM,0.11954,0.73675,1.43255,2.49785,OPTIMUM,1.66102
201,seeds,1732,0.1,0.5,2,38,0,67,0,1083,18,0.822203537,OPTIMUM,0.11951,0.93521,1.07395,OPTIMUM,0.12751,0.72428,1.45162,2.52557,OPTIMUM,1.65949
202,seeds,1732,0.1,0.5,3,38,0,67,0,1083,18,0.822203537,OPTIMUM,0.12537,0.95299,1.10729,OPTIMUM,0.13284,0.72363,1.45567,2.56296,OPTIMUM,1.67662
203,seeds,1732,0.1,0.5,5,38,0,67,0,1083,18,0.822203537,OPTIMUM,0.1199,0.95654,1.0945,OPTIMUM,0.12905,0.72445,1.433,2.5275,OPTIMUM,1.68099
204,seeds,1732,0.1,0.7,1,45,0,101,1,1083,8,0.812674949,OPTIMUM,0.12065,4.51982,4.65935,OPTIMUM,0.1287,1.15262,1.84133,6.50068,OPTIMUM,5.67244
205,seeds,1732,0.1,0.7,2,45,0,101,1,1152,18,0.862670191,OPTIMUM,0.11881,9.36832,9.50521,OPTIMUM,0.12908,1.23101,1.94536,11.45057,OPTIMUM,10.59933
206,seeds,1732,0.1,0.7,3,42,3,102,0,1107,21,0.774070315,OPTIMUM,0.1227,5.96705,6.10908,OPTIMUM,0.13292,1.03563,1.76134,7.87042,OPTIMUM,7.00268
207,seeds,1732,0.1,0.7,5,42,3,102,0,1107,21,0.774070315,OPTIMUM,0.12175,5.73012,5.87236,OPTIMUM,0.13012,1.04266,1.76791,7.64027,OPTIMUM,6.77278
208,seeds,1732,0.1,1,1,68,0,141,1,1083,8,0.864137875,OPTIMUM,0.11252,2.53764,2.68012,OPTIMUM,0.11914,0.92065,1.52821,4.20833,OPTIMUM,3.45829
209,seeds,1732,0.1,1,2,68,0,141,1,1083,8,0.864137875,OPTIMUM,0.12227,24.81486,24.96237,OPTIMUM,0.13217,0.92969,1.55861,26.52098,OPTIMUM,25.74455
210,seeds,1732,0.1,1,3,68,0,141,1,1083,8,0.864137875,OPTIMUM,0.12672,15.57651,15.72467,OPTIMUM,0.13073,0.90643,1.5513,17.27597,OPTIMUM,16.48294
211,seeds,1732,0.1,1,5,68,0,141,1,1083,8,0.864137875,OPTIMUM,0.12283,28.24455,28.40072,OPTIMUM,0.13285,0.9223,1.55849,29.95921,OPTIMUM,29.16685
212,seeds,1732,0.1,1.5,1,97,2,214,2,1083,18,0.915735942,OPTIMUM,0.11398,50.9351,51.07932,OPTIMUM,0.11998,0.41623,0.94486,52.02418,OPTIMUM,51.35133
213,seeds,1732,0.1,1.5,2,96,3,215,1,1083,18,0.943137212,OPTIMUM,0.12238,82.93591,83.08031,OPTIMUM,0.13996,0.35451,0.9192,83.99951,OPTIMUM,83.29042
214,seeds,1732,0.1,1.5,3,96,3,215,1,1083,18,0.943137212,OPTIMUM,0.12323,27.10826,27.25945,OPTIMUM,0.12848,0.37159,0.90947,28.16892,OPTIMUM,27.47985
215,seeds,1732,0.1,1.5,5,96,3,215,1,1083,18,0.943137212,OPTIMUM,0.12845,21.97049,22.12189,OPTIMUM,0.13356,0.3629,0.91958,23.04147,OPTIMUM,22.33339
216,seeds,1732,0.1,1.75,1,111,2,251,3,1083,18,0.943137212,OPTIMUM,0.11305,121.17802,121.31689,OPTIMUM,0.12167,0.18619,0.57859,121.89548,OPTIMUM,121.36421
217,seeds,1732,0.1,1.75,2,111,2,251,3,1083,18,0.943137212,OPTIMUM,0.12052,570.20927,570.35089,OPTIMUM,0.14368,0.19267,0.60426,570.95515,OPTIMUM,570.40194
218,seeds,1732,0.1,1.75,3,111,2,251,3,1083,18,0.943137212,OPTIMUM,0.12794,679.30574,679.47886,OPTIMUM,0.14102,0.19237,0.60757,680.08643,OPTIMUM,679.49811
219,seeds,1732,0.1,1.75,5,111,2,251,3,1083,18,0.943137212,OPTIMUM,0.11943,653.58181,653.72238,OPTIMUM,0.13894,0.19006,0.59899,654.32137,OPTIMUM,653.77187
220,seeds,1732,0.1,2,1,131,4,277,8,1047,18,0.930047307,SATISFIABLE,0.11377,900.01335,900.15502,OPTIMUM,0.13895,0.242,0.67248,900.8275,SATISFIABLE,900.25535
221,seeds,1732,0.1,2,2,130,5,280,5,1083,18,0.902437113,SATISFIABLE,0.12583,900.01284,900.15996,OPTIMUM,0.14554,0.23408,0.63548,900.79544,SATISFIABLE,900.24692
222,seeds,1732,0.1,2,3,130,5,280,5,1083,18,0.902437113,SATISFIABLE,0.12581,900.01299,900.16173,OPTIMUM,0.13998,0.23699,0.62122,900.78295,SATISFIABLE,900.24998
223,seeds,1732,0.1,2,5,130,5,280,5,1083,18,0.902437113,SATISFIABLE,0.11946,900.01341,900.15523,OPTIMUM,0.14139,0.23482,0.63079,900.78602,SATISFIABLE,900.24823
224,spam,1732,0.1,0.1,1,200,40,183,37,2429,6,0.535885247,SATISFIABLE,11.31358,900.04811,913.14539,OPTIMUM,10.08802,339.38508,427.43254,1340.57793,SATISFIABLE,1239.43319
225,spam,1732,0.1,0.1,2,193,47,173,47,2429,0,0.420749538,SATISFIABLE,10.05803,900.07458,911.52034,SATISFIABLE,10.8689,900.04684,990.34767,1901.86801,SATISFIABLE,1800.12142
226,spam,1732,0.1,0.1,3,199,41,180,40,2429,5,0.465710725,SATISFIABLE,11.14378,900.0496,913.03838,OPTIMUM,10.89071,359.14986,410.14873,1323.18711,SATISFIABLE,1259.19946
227,spam,1732,0.1,0.1,5,179,61,189,31,2429,2,0.502627884,SATISFIABLE,10.82494,900.04568,912.92732,OPTIMUM,10.77422,510.77635,599.70766,1512.63498,SATISFIABLE,1410.82203
228,spam,1732,0.1,0.25,1,406,198,347,199,2430,0,0.217838623,SATISFIABLE,10.53889,900.04703,912.58818,OPTIMUM,10.32084,505.51127,591.07789,1503.66607,SATISFIABLE,1405.5583
229,spam,1732,0.1,0.25,2,468,136,413,133,2428,4,0.475110954,SATISFIABLE,10.84869,900.05185,912.65146,OPTIMUM,10.90884,388.87462,443.65326,1356.30472,SATISFIABLE,1288.92647
230,spam,1732,0.1,0.25,3,402,202,363,183,2432,0,0.278565658,SATISFIABLE,10.8463,900.05608,912.32093,OPTIMUM,10.29599,373.0422,422.67947,1335.0004,SATISFIABLE,1273.09828
231,spam,1732,0.1,0.25,5,471,133,419,127,2432,0,0.471317631,SATISFIABLE,10.8053,900.05107,912.81723,OPTIMUM,10.40058,294.39348,344.78408,1257.60131,SATISFIABLE,1194.44455
232,spam,1732,0.1,0.5,1,936,232,291,841,2429,0,-0.001988506,SATISFIABLE,10.51861,900.06907,912.61389,OPTIMUM,10.16939,305.07945,356.79095,1269.40484,SATISFIABLE,1205.14852
233,spam,1732,0.1,0.5,2,816,352,766,366,2432,0,0.386624792,SATISFIABLE,11.14909,900.07425,913.0923,OPTIMUM,11.28353,270.55548,328.31744,1241.40974,SATISFIABLE,1170.62973
234,spam,1732,0.1,0.5,3,954,214,897,235,2429,24,0.597374971,SATISFIABLE,10.27518,900.05352,912.4911,OPTIMUM,10.91656,172.46502,230.04659,1142.53769,SATISFIABLE,1072.51854
235,spam,1732,0.1,0.5,5,820,348,783,349,2428,0,0.391346631,SATISFIABLE,10.79968,900.08025,913.11451,OPTIMUM,10.98789,310.78288,366.64578,1279.76029,SATISFIABLE,1210.86313
236,spam,1732,0.1,0.7,1,1211,457,961,591,2432,9,0.340892522,SATISFIABLE,10.31103,900.07779,911.83956,OPTIMUM,10.38123,233.82822,277.02651,1188.86607,SATISFIABLE,1133.90601
237,spam,1732,0.1,0.7,2,1006,662,739,813,2424,3,0.029898749,SATISFIABLE,11.61631,900.06114,913.6342,OPTIMUM,10.66344,180.90588,228.01475,1141.64895,SATISFIABLE,1080.96702
238,spam,1732,0.1,0.7,3,1358,310,1132,420,2428,17,0.544768748,SATISFIABLE,11.03249,900.0587,912.99849,OPTIMUM,10.83951,223.33895,265.54305,1178.54154,SATISFIABLE,1123.39765
239,spam,1732,0.1,0.7,5,988,680,951,601,2429,5,0.131705639,SATISFIABLE,11.19827,900.06439,913.37414,OPTIMUM,10.94777,105.76402,146.18149,1059.55563,SATISFIABLE,1005.82841
240,spam,1732,0.1,1,1,1986,410,860,1345,2432,25,0.221777361,SATISFIABLE,10.3555,900.07817,912.50023,OPTIMUM,10.90156,227.17952,270.20382,1182.70405,SATISFIABLE,1127.25769
241,spam,1732,0.1,1,2,1778,618,1440,765,2430,0,0.415096081,SATISFIABLE,10.91781,900.09,912.93183,OPTIMUM,11.09597,200.54324,243.33677,1156.2686,SATISFIABLE,1100.63324
242,spam,1732,0.1,1,3,1519,877,846,1359,2407,11,-0.008964262,SATISFIABLE,10.76649,900.09804,912.28979,OPTIMUM,10.72615,191.68658,231.04517,1143.33496,SATISFIABLE,1091.78462
243,spam,1732,0.1,1,5,1235,1161,1171,1034,2416,0,0.003300325,SATISFIABLE,11.12686,900.0953,912.7399,OPTIMUM,10.98567,135.97355,178.41674,1091.15664,SATISFIABLE,1036.06885
244,spam,1732,0.1,1.5,1,2627,974,1334,1966,2429,0,0.142366722,SATISFIABLE,11.68095,900.10292,913.7773,OPTIMUM,10.91701,92.39742,132.62657,1046.40387,SATISFIABLE,992.50034
245,spam,1732,0.1,1.5,2,1948,1653,1577,1723,2430,3,0.002462928,SATISFIABLE,11.06372,900.11291,913.33164,OPTIMUM,10.87997,124.80006,171.63813,1084.96977,SATISFIABLE,1024.91297
246,spam,1732,0.1,1.5,3,1811,1790,1677,1623,2432,0,0.001252884,SATISFIABLE,10.48933,900.1599,912.82607,OPTIMUM,10.15863,102.56026,147.83723,1060.6633,SATISFIABLE,1002.72016
247,spam,1732,0.1,1.5,5,1846,1755,1686,1614,2432,6,-0.000318536,SATISFIABLE,10.31148,900.2034,912.70997,OPTIMUM,10.37469,75.72248,116.68579,1029.39576,SATISFIABLE,975.92588
248,spam,1732,0.1,1.75,1,2988,1213,2321,1529,2432,1,0.303279921,SATISFIABLE,10.29468,900.10891,912.50795,OPTIMUM,10.62111,71.7636,112.23638,1024.74433,SATISFIABLE,971.87251
249,spam,1732,0.1,1.75,2,3000,1201,2200,1650,2432,3,0.272153128,SATISFIABLE,11.27287,900.20786,913.49522,OPTIMUM,11.2709,118.23365,163.45594,1076.95116,SATISFIABLE,1018.44151
250,spam,1732,0.1,1.75,3,2674,1527,2062,1788,2432,3,0.153972852,SATISFIABLE,10.78696,900.17058,912.42957,OPTIMUM,10.87918,90.1217,130.82397,1043.25354,SATISFIABLE,990.29228
251,spam,1732,0.1,1.75,5,2658,1543,2047,1803,2432,3,0.151137207,SATISFIABLE,11.02738,900.17631,912.86349,OPTIMUM,10.84295,137.28088,178.58799,1091.45148,SATISFIABLE,1037.45719
252,spam,1732,0.1,2,1,3693,1100,2771,1638,2429,6,0.405330228,SATISFIABLE,11.35382,900.09947,912.90637,OPTIMUM,11.28049,83.32051,126.84514,1039.75151,SATISFIABLE,983.41998
253,spam,1732,0.1,2,2,3385,1408,2504,1905,2429,17,0.270707676,SATISFIABLE,11.1768,900.13848,912.79434,OPTIMUM,9.99955,72.16078,112.48898,1025.28332,SATISFIABLE,972.29926
254,spam,1732,0.1,2,3,3200,1593,2640,1769,2429,0,0.260534028,SATISFIABLE,11.12648,900.18621,912.88412,OPTIMUM,10.98937,165.95566,207.18849,1120.07261,SATISFIABLE,1066.14187
255,spam,1732,0.1,2,5,3366,1427,2416,1993,2429,4,0.253757239,SATISFIABLE,11.06107,900.31845,913.50513,OPTIMUM,11.13299,96.8799,137.97234,1051.47747,SATISFIABLE,997.19835
256,target,1732,0.1,0.1,1,34,0,43,0,650,164,1,OPTIMUM,0.87936,10.92847,11.98189,OPTIMUM,0.83192,2.87002,8.17963,20.16152,OPTIMUM,13.79849
257,target,1732,0.1,0.1,2,34,0,43,0,650,164,1,OPTIMUM,0.87775,10.93334,11.99342,OPTIMUM,0.82468,2.97856,8.32218,20.3156,OPTIMUM,13.9119
