index,data,seed,e,kappa,cl_ml_ratio,ml_sat,ml_unsat,cl_sat,cl_unsat,lambda_minus,lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_slvr_status,p2_clause_gen,p2_solver,p2_total,total_time,final_slvr_status,total_slvr_time
258,target,1732,0.1,0.1,3,34,0,43,0,650,164,1,OPTIMUM,0.88858,11.08323,12.15056,OPTIMUM,0.86155,3.12293,8.69135,20.84191,OPTIMUM,14.20616
259,target,1732,0.1,0.1,5,34,0,43,0,650,164,1,OPTIMUM,0.90652,11.08377,12.16108,OPTIMUM,0.90259,3.13799,8.80404,20.96512,OPTIMUM,14.22176
260,target,1732,0.1,0.25,1,97,0,95,0,650,164,1,OPTIMUM,0.8595,3.29525,4.32121,OPTIMUM,0.82458,3.53467,8.71687,13.03808,OPTIMUM,6.82992
261,target,1732,0.1,0.25,2,97,0,95,0,650,164,1,OPTIMUM,0.87272,3.29084,4.43039,OPTIMUM,0.83182,3.5694,8.77869,13.20908,OPTIMUM,6.86024
262,target,1732,0.1,0.25,3,97,0,95,0,650,164,1,OPTIMUM,0.8567,3.26855,4.29449,OPTIMUM,0.91026,3.78276,9.35152,13.64601,OPTIMUM,7.05131
263,target,1732,0.1,0.25,5,97,0,95,0,650,164,1,OPTIMUM,0.88537,3.43145,4.49112,OPTIMUM,0.90573,3.7316,9.27257,13.76369,OPTIMUM,7.16305
264,target,1732,0.1,0.5,1,190,0,195,0,650,164,1,OPTIMUM,0.84573,3.23112,4.26636,OPTIMUM,0.83567,3.35073,8.4256,12.69196,OPTIMUM,6.58185
265,target,1732,0.1,0.5,2,190,0,195,0,650,164,1,OPTIMUM,0.86985,3.2516,4.30017,OPTIMUM,0.84601,3.34193,8.44814,12.74831,OPTIMUM,6.59353
266,target,1732,0.1,0.5,3,190,0,195,0,650,164,1,OPTIMUM,0.92127,3.42578,4.51808,OPTIMUM,0.90771,3.44185,8.88207,13.40015,OPTIMUM,6.86763
267,target,1732,0.1,0.5,5,190,0,195,0,650,164,1,OPTIMUM,0.90165,3.42503,4.50525,OPTIMUM,0.88052,3.51238,8.93907,13.44432,OPTIMUM,6.93741
268,target,1732,0.1,0.7,1,276,0,263,0,650,164,1,OPTIMUM,0.9245,2.60248,3.7077,OPTIMUM,0.85831,3.85722,8.53478,12.24248,OPTIMUM,6.4597
269,target,1732,0.1,0.7,2,276,0,263,0,650,164,1,OPTIMUM,0.85243,2.67159,3.79617,OPTIMUM,0.85125,3.85609,8.43968,12.23585,OPTIMUM,6.52768
270,target,1732,0.1,0.7,3,276,0,263,0,650,164,1,OPTIMUM,0.93671,2.78087,3.89473,OPTIMUM,0.899,4.08759,9.00484,12.89957,OPTIMUM,6.86846
271,target,1732,0.1,0.7,5,276,0,263,0,650,164,1,OPTIMUM,0.91162,2.75423,3.84174,OPTIMUM,0.90596,4.0513,8.98285,12.82459,OPTIMUM,6.80553
272,target,1732,0.1,1,1,401,0,369,0,650,164,1,OPTIMUM,0.86264,2.44787,3.49112,OPTIMUM,0.83251,3.21541,7.67613,11.16725,OPTIMUM,5.66328
273,target,1732,0.1,1,2,401,0,369,0,650,164,1,OPTIMUM,0.86417,2.48155,3.65642,OPTIMUM,0.82802,3.23933,7.68929,11.34571,OPTIMUM,5.72088
274,target,1732,0.1,1,3,401,0,369,0,650,164,1,OPTIMUM,0.92271,2.58894,3.78263,OPTIMUM,0.91465,3.37044,8.17445,11.95708,OPTIMUM,5.95938
275,target,1732,0.1,1,5,401,0,369,0,650,164,1,OPTIMUM,0.9086,2.57096,3.75944,OPTIMUM,0.89285,3.1936,7.8686,11.62804,OPTIMUM,5.76456
276,target,1732,0.1,1.5,1,602,0,553,0,650,164,1,OPTIMUM,0.86061,2.28512,3.42176,OPTIMUM,0.82302,6.57304,10.76076,14.18252,OPTIMUM,8.85816
277,target,1732,0.1,1.5,2,602,0,553,0,650,164,1,OPTIMUM,0.86473,2.32944,3.48429,OPTIMUM,0.84661,6.63557,10.90006,14.38435,OPTIMUM,8.96501
278,target,1732,0.1,1.5,3,602,0,553,0,650,164,1,OPTIMUM,0.93121,2.39312,3.61966,OPTIMUM,0.90832,6.96548,11.47967,15.09933,OPTIMUM,9.3586
279,target,1732,0.1,1.5,5,602,0,553,0,650,164,1,OPTIMUM,0.92986,2.38726,3.59068,OPTIMUM,0.91964,6.65117,11.16293,14.75361,OPTIMUM,9.03843
280,target,1732,0.1,1.75,1,686,0,661,0,650,164,1,OPTIMUM,0.88247,2.49167,3.55411,OPTIMUM,0.85132,2.83271,6.97335,10.52746,OPTIMUM,5.32438
281,target,1732,0.1,1.75,2,686,0,661,0,650,164,1,OPTIMUM,0.86593,2.47568,3.53064,OPTIMUM,0.84535,2.78862,6.97354,10.50418,OPTIMUM,5.2643
282,target,1732,0.1,1.75,3,686,0,661,0,650,164,1,OPTIMUM,0.85166,2.46385,3.5043,OPTIMUM,0.89846,2.90032,7.31232,10.81662,OPTIMUM,5.36417
283,target,1732,0.1,1.75,5,686,0,661,0,650,164,1,OPTIMUM,0.93141,2.62636,3.83094,OPTIMUM,0.89031,2.9,7.29432,11.12526,OPTIMUM,5.52636
284,target,1732,0.1,2,1,781,0,759,0,650,164,1,OPTIMUM,0.89045,2.41872,3.49337,OPTIMUM,0.8371,2.88391,6.92381,10.41718,OPTIMUM,5.30263
285,target,1732,0.1,2,2,781,0,759,0,650,164,1,OPTIMUM,0.87285,2.42961,3.48432,OPTIMUM,0.82614,2.87503,6.88841,10.37273,OPTIMUM,5.30464
286,target,1732,0.1,2,3,781,0,759,0,650,164,1,OPTIMUM,0.95379,2.54719,3.68052,OPTIMUM,0.90639,2.96268,7.26446,10.94498,OPTIMUM,5.50987
287,target,1732,0.1,2,5,781,0,759,0,650,164,1,OPTIMUM,0.8941,2.55365,3.62859,OPTIMUM,0.90773,3.01662,7.32367,10.95226,OPTIMUM,5.57027
288,wine,1732,0.1,0.1,1,7,0,10,0,1178,71,0.814392691,OPTIMUM,0.12261,0.15954,0.31602,OPTIMUM,0.12679,0.72478,1.12888,1.4449,OPTIMUM,0.88432
289,wine,1732,0.1,0.1,2,7,0,10,0,1178,71,0.814392691,OPTIMUM,0.12622,0.15783,0.30887,OPTIMUM,0.12985,0.65144,1.04621,1.35508,OPTIMUM,0.80927
290,wine,1732,0.1,0.1,3,7,0,10,0,1178,71,0.814392691,OPTIMUM,0.12886,0.16571,0.31721,OPTIMUM,0.1265,0.61328,1.02369,1.3409,OPTIMUM,0.77899
291,wine,1732,0.1,0.1,5,7,0,10,0,1178,71,0.814392691,OPTIMUM,0.12123,0.16146,0.30411,OPTIMUM,0.12626,0.6312,1.04565,1.34976,OPTIMUM,0.79266
292,wine,1732,0.1,0.25,1,15,0,29,0,1178,71,0.896128808,OPTIMUM,0.11533,0.63894,0.78164,OPTIMUM,0.12115,1.10054,1.49606,2.2777,OPTIMUM,1.73948
293,wine,1732,0.1,0.25,2,15,0,29,0,1178,71,0.896128808,OPTIMUM,0.11624,0.64642,0.79297,OPTIMUM,0.12913,1.14289,1.55095,2.34392,OPTIMUM,1.78931
294,wine,1732,0.1,0.25,3,15,0,29,0,1178,71,0.896128808,OPTIMUM,0.12828,0.66403,0.81448,OPTIMUM,0.13275,1.10994,1.52749,2.34197,OPTIMUM,1.77397
295,wine,1732,0.1,0.25,5,15,0,29,0,1178,71,0.896128808,OPTIMUM,0.12128,0.66364,0.80839,OPTIMUM,0.13711,1.10772,1.54362,2.35201,OPTIMUM,1.77136
296,wine,1732,0.1,0.5,1,32,0,57,0,1178,71,0.930872898,OPTIMUM,0.11865,0.52946,0.68049,OPTIMUM,0.12322,0.83557,1.22513,1.90562,OPTIMUM,1.36503
297,wine,1732,0.1,0.5,2,32,0,57,0,1178,71,0.930872898,OPTIMUM,0.11803,0.54253,0.69536,OPTIMUM,0.12455,0.82211,1.20865,1.90401,OPTIMUM,1.36464
298,wine,1732,0.1,0.5,3,32,0,57,0,1178,71,0.930872898,OPTIMUM,0.12258,0.55453,0.70103,OPTIMUM,0.12904,0.83982,1.24587,1.9469,OPTIMUM,1.39435
299,wine,1732,0.1,0.5,5,32,0,57,0,1178,71,0.930872898,OPTIMUM,0.12888,0.55773,0.71016,OPTIMUM,0.12896,0.82312,1.22816,1.93832,OPTIMUM,1.38085
300,wine,1732,0.1,0.7,1,40,0,84,0,1262,71,0.932660443,OPTIMUM,0.11952,0.85951,1.01161,OPTIMUM,0.12271,11.04634,11.43041,12.44202,OPTIMUM,11.90585
301,wine,1732,0.1,0.7,2,40,0,84,0,1262,71,0.932660443,OPTIMUM,0.11616,0.8718,1.02207,OPTIMUM,0.12286,11.10888,11.49879,12.52086,OPTIMUM,11.98068
302,wine,1732,0.1,0.7,3,40,0,84,0,1262,71,0.932660443,OPTIMUM,0.12448,0.90423,1.05165,OPTIMUM,0.13283,11.46789,11.87225,12.9239,OPTIMUM,12.37212
303,wine,1732,0.1,0.7,5,40,0,84,0,1262,71,0.932660443,OPTIMUM,0.12501,0.90666,1.05475,OPTIMUM,0.13679,11.60366,12.01476,13.06951,OPTIMUM,12.51032
304,wine,1732,0.1,1,1,60,0,118,0,1274,71,0.983243858,OPTIMUM,0.13213,0.72588,0.89098,OPTIMUM,0.12182,4.05322,4.2954,5.18638,OPTIMUM,4.7791
305,wine,1732,0.1,1,2,60,0,118,0,1274,71,0.983243858,OPTIMUM,0.1261,0.7263,0.8851,OPTIMUM,0.12353,4.07833,4.32345,5.20855,OPTIMUM,4.80463
306,wine,1732,0.1,1,3,60,0,118,0,1274,71,0.983243858,OPTIMUM,0.1292,0.76128,0.91221,OPTIMUM,0.13434,4.27429,4.52204,5.43425,OPTIMUM,5.03557
307,wine,1732,0.1,1,5,60,0,118,0,1274,71,0.983243858,OPTIMUM,0.12375,0.74633,0.89368,OPTIMUM,0.14344,4.00718,4.29502,5.1887,OPTIMUM,4.75351
308,wine,1732,0.1,1.5,1,85,0,182,0,1275,71,0.984971387,OPTIMUM,0.1166,0.85673,1.00395,OPTIMUM,0.12492,0.54966,0.7868,1.79075,OPTIMUM,1.40639
309,wine,1732,0.1,1.5,2,85,0,182,0,1275,71,0.984971387,OPTIMUM,0.12283,0.86505,1.0177,OPTIMUM,0.12493,0.54913,0.79069,1.80839,OPTIMUM,1.41418
310,wine,1732,0.1,1.5,3,85,0,182,0,1275,71,0.984971387,OPTIMUM,0.12149,0.90002,1.04334,OPTIMUM,0.13042,0.57308,0.81481,1.85815,OPTIMUM,1.4731
311,wine,1732,0.1,1.5,5,85,0,182,0,1275,71,0.984971387,OPTIMUM,0.12603,0.90362,1.05201,OPTIMUM,0.13158,0.56819,0.80601,1.85802,OPTIMUM,1.47181
312,wine,1732,0.1,1.75,1,104,0,207,0,1275,71,1,OPTIMUM,0.11808,0.39838,0.55021,OPTIMUM,0.12465,0.73299,0.97952,1.52973,OPTIMUM,1.13137
313,wine,1732,0.1,1.75,2,104,0,207,0,1275,71,1,OPTIMUM,0.11714,0.40023,0.55067,OPTIMUM,0.12598,0.72954,0.97101,1.52168,OPTIMUM,1.12977
314,wine,1732,0.1,1.75,3,104,0,207,0,1275,71,1,OPTIMUM,0.12645,0.41248,0.56061,OPTIMUM,0.12957,0.73903,0.98057,1.54118,OPTIMUM,1.15151
315,wine,1732,0.1,1.75,5,104,0,207,0,1275,71,1,OPTIMUM,0.12423,0.41519,0.56246,OPTIMUM,0.1282,0.74085,0.98143,1.54389,OPTIMUM,1.15604
316,wine,1732,0.1,2,1,123,0,233,0,1275,71,0.98495618,OPTIMUM,0.12054,0.27695,0.42175,OPTIMUM,0.12499,0.40784,0.64952,1.07127,OPTIMUM,0.68479
317,wine,1732,0.1,2,2,123,0,233,0,1275,71,0.98495618,OPTIMUM,0.1201,0.27927,0.43419,OPTIMUM,0.12094,0.40832,0.64358,1.07777,OPTIMUM,0.68759
318,wine,1732,0.1,2,3,123,0,233,0,1275,71,0.98495618,OPTIMUM,0.12273,0.29079,0.43794,OPTIMUM,0.12921,0.4176,0.65617,1.09411,OPTIMUM,0.70839
319,wine,1732,0.1,2,5,123,0,233,0,1275,71,0.98495618,OPTIMUM,0.12124,0.28502,0.43175,OPTIMUM,0.12589,0.41292,0.65746,1.08921,OPTIMUM,0.69794
320,wingnut,1732,0.1,0.1,1,55,0,46,0,1094,67,1,OPTIMUM,0.19423,0.22338,0.46301,OPTIMUM,0.20055,1.00833,23.34477,23.80778,OPTIMUM,1.23171
321,wingnut,1732,0.1,0.1,2,55,0,46,0,1094,67,1,OPTIMUM,0.19989,0.22275,0.47358,OPTIMUM,0.20617,0.99561,23.67012,24.1437,OPTIMUM,1.21836
322,wingnut,1732,0.1,0.1,3,55,0,46,0,1094,67,1,OPTIMUM,0.2206,0.22928,0.49146,OPTIMUM,0.22206,0.8831,24.65652,25.14798,OPTIMUM,1.11238
323,wingnut,1732,0.1,0.1,5,55,0,46,0,1094,67,1,OPTIMUM,0.20406,0.23042,0.47338,OPTIMUM,0.20696,0.96751,24.32652,24.7999,OPTIMUM,1.19793
324,wingnut,1732,0.1,0.25,1,134,0,120,0,1094,67,1,OPTIMUM,0.23518,0.20565,0.48472,OPTIMUM,0.21254,0.3104,5.36369,5.84841,OPTIMUM,0.51605
325,wingnut,1732,0.1,0.25,2,134,0,120,0,1094,67,1,OPTIMUM,0.19559,0.19662,0.44134,OPTIMUM,0.20531,0.33279,5.08135,5.52269,OPTIMUM,0.52941
326,wingnut,1732,0.1,0.25,3,134,0,120,0,1094,67,1,OPTIMUM,0.20885,0.20445,0.45182,OPTIMUM,0.21345,0.28338,5.33633,5.78815,OPTIMUM,0.48783
327,wingnut,1732,0.1,0.25,5,134,0,120,0,1094,67,1,OPTIMUM,0.20852,0.20316,0.46417,OPTIMUM,0.20951,0.283,5.32681,5.79098,OPTIMUM,0.48616
328,wingnut,1732,0.1,0.5,1,258,0,250,0,1094,67,1,OPTIMUM,0.21499,0.20232,0.45595,OPTIMUM,0.22125,0.21976,5.38167,5.83762,OPTIMUM,0.42208
329,wingnut,1732,0.1,0.5,2,258,0,250,0,1094,67,1,OPTIMUM,0.201,0.18606,0.44426,OPTIMUM,0.20201,0.25573,5.05726,5.50152,OPTIMUM,0.44179
330,wingnut,1732,0.1,0.5,3,258,0,250,0,1094,67,1,OPTIMUM,0.21214,0.19344,0.44544,OPTIMUM,0.20068,0.25035,5.1366,5.58204,OPTIMUM,0.44379
331,wingnut,1732,0.1,0.5,5,258,0,250,0,1094,67,1,OPTIMUM,0.21357,0.19462,0.45091,OPTIMUM,0.21001,0.22311,5.30978,5.76069,OPTIMUM,0.41773
332,wingnut,1732,0.1,0.7,1,360,0,351,0,1094,67,1,OPTIMUM,0.20843,0.17368,0.42091,OPTIMUM,0.21022,0.18174,3.195,3.61591,OPTIMUM,0.35542
333,wingnut,1732,0.1,0.7,2,360,0,351,0,1094,67,1,OPTIMUM,0.19705,0.17229,0.41404,OPTIMUM,0.20754,0.17257,2.83706,3.2511,OPTIMUM,0.34486
334,wingnut,1732,0.1,0.7,3,360,0,351,0,1094,67,1,OPTIMUM,0.22117,0.17803,0.43986,OPTIMUM,0.21339,0.18297,3.02599,3.46585,OPTIMUM,0.361
335,wingnut,1732,0.1,0.7,5,360,0,351,0,1094,67,1,OPTIMUM,0.21294,0.17857,0.43528,OPTIMUM,0.21542,0.18437,3.03611,3.47139,OPTIMUM,0.36294
336,wingnut,1732,0.1,1,1,526,0,490,0,1094,67,1,OPTIMUM,0.20655,0.16492,0.50548,OPTIMUM,0.20832,0.16119,2.3941,2.89958,OPTIMUM,0.32611
337,wingnut,1732,0.1,1,2,526,0,490,0,1094,67,1,OPTIMUM,0.19837,0.16404,0.41754,OPTIMUM,0.19712,0.15427,2.31698,2.73452,OPTIMUM,0.31831
338,wingnut,1732,0.1,1,3,526,0,490,0,1094,67,1,OPTIMUM,0.2099,0.16984,0.4297,OPTIMUM,0.21661,0.16166,2.47878,2.90848,OPTIMUM,0.3315
339,wingnut,1732,0.1,1,5,526,0,490,0,1094,67,1,OPTIMUM,0.21076,0.17379,0.42687,OPTIMUM,0.21806,0.1624,2.48232,2.90919,OPTIMUM,0.33619
340,wingnut,1732,0.1,1.5,1,802,0,722,0,1094,67,1,OPTIMUM,0.20887,0.1594,0.40854,OPTIMUM,0.20645,0.15892,2.13923,2.54777,OPTIMUM,0.31832
341,wingnut,1732,0.1,1.5,2,802,0,722,0,1094,67,1,OPTIMUM,0.2109,0.15793,0.42087,OPTIMUM,0.19965,0.15077,2.03191,2.45278,OPTIMUM,0.3087
342,wingnut,1732,0.1,1.5,3,802,0,722,0,1094,67,1,OPTIMUM,0.22256,0.16766,0.43112,OPTIMUM,0.20629,0.1614,2.15603,2.58715,OPTIMUM,0.32906
343,wingnut,1732,0.1,1.5,5,802,0,722,0,1094,67,1,OPTIMUM,0.21356,0.16876,0.44197,OPTIMUM,0.20751,0.15748,2.1781,2.62007,OPTIMUM,0.32624
344,wingnut,1732,0.1,1.75,1,938,0,840,0,1094,67,1,OPTIMUM,0.20904,0.17742,0.42991,OPTIMUM,0.22549,0.16645,2.10529,2.5352,OPTIMUM,0.34387
345,wingnut,1732,0.1,1.75,2,938,0,840,0,1094,67,1,OPTIMUM,0.20545,0.17326,0.4384,OPTIMUM,0.19786,0.15597,1.92572,2.36412,OPTIMUM,0.32923
346,wingnut,1732,0.1,1.75,3,938,0,840,0,1094,67,1,OPTIMUM,0.21138,0.17156,0.42554,OPTIMUM,0.21489,0.1612,2.09098,2.51652,OPTIMUM,0.33276
347,wingnut,1732,0.1,1.75,5,938,0,840,0,1094,67,1,OPTIMUM,0.21212,0.17319,0.42671,OPTIMUM,0.21005,0.1588,2.08436,2.51107,OPTIMUM,0.33199
348,wingnut,1732,0.1,2,1,1072,0,960,0,1094,67,1,OPTIMUM,0.2179,0.16039,0.42478,OPTIMUM,0.21487,0.1532,2.19758,2.62236,OPTIMUM,0.31359
349,wingnut,1732,0.1,2,2,1072,0,960,0,1094,67,1,OPTIMUM,0.20215,0.15536,0.40598,OPTIMUM,0.19914,0.15472,1.93061,2.33659,OPTIMUM,0.31008
350,wingnut,1732,0.1,2,3,1072,0,960,0,1094,67,1,OPTIMUM,0.21094,0.168,0.42105,OPTIMUM,0.21599,0.15559,2.10614,2.52719,OPTIMUM,0.32359
351,wingnut,1732,0.1,2,5,1072,0,960,0,1094,67,1,OPTIMUM,0.21188,0.16694,0.4248,OPTIMUM,0.22803,0.1687,2.16673,2.59153,OPTIMUM,0.33564
352,chainlink,2352,0.1,0.1,1,55,0,45,0,989,17,0.906210212,OPTIMUM,0.28718,0.2568,0.58688,OPTIMUM,0.21344,3.5953,8.614,9.20088,OPTIMUM,3.8521
353,chainlink,2352,0.1,0.1,2,55,0,45,0,989,17,0.906210212,OPTIMUM,0.21947,0.24758,0.50551,OPTIMUM,0.22494,3.76576,9.07984,9.58535,OPTIMUM,4.01334
354,chainlink,2352,0.1,0.1,3,55,0,45,0,989,17,0.906210212,OPTIMUM,0.20709,0.24412,0.4927,OPTIMUM,0.22236,3.7195,8.98186,9.47456,OPTIMUM,3.96362
355,chainlink,2352,0.1,0.1,5,55,0,45,0,989,17,0.906210212,OPTIMUM,0.21985,0.34751,0.61584,OPTIMUM,0.22474,3.77484,9.26881,9.88465,OPTIMUM,4.12235
356,chainlink,2352,0.1,0.25,1,125,1,123,1,989,17,0.925369345,OPTIMUM,0.20659,8.09836,8.35477,OPTIMUM,0.21354,1.70294,6.93231,15.28708,OPTIMUM,9.8013
357,chainlink,2352,0.1,0.25,2,125,1,123,1,989,17,0.925369345,OPTIMUM,0.21872,23.50732,23.7692,OPTIMUM,0.23021,1.8031,7.47157,31.24077,OPTIMUM,25.31042
358,chainlink,2352,0.1,0.25,3,125,1,123,1,989,17,0.925369345,OPTIMUM,0.21047,15.9015,16.16836,OPTIMUM,0.22553,1.76608,7.3532,23.52156,OPTIMUM,17.66758
359,chainlink,2352,0.1,0.25,5,125,1,123,1,989,17,0.925369345,OPTIMUM,0.22034,15.10331,15.36443,OPTIMUM,0.22475,1.74198,7.26224,22.62667,OPTIMUM,16.84529
360,chainlink,2352,0.1,0.5,1,257,0,236,7,989,9,0.944728688,OPTIMUM,0.2133,73.4419,73.69799,OPTIMUM,0.22024,0.82057,3.35637,77.05436,OPTIMUM,74.26247
361,chainlink,2352,0.1,0.5,2,256,1,237,6,989,11,0.9525285,OPTIMUM,0.22033,209.16899,209.4323,OPTIMUM,0.22829,0.97325,3.70371,213.13601,OPTIMUM,210.14224
362,chainlink,2352,0.1,0.5,3,256,1,237,6,989,11,0.9525285,OPTIMUM,0.22433,282.364,282.63133,OPTIMUM,0.22394,0.97587,3.69745,286.32878,OPTIMUM,283.33987
363,chainlink,2352,0.1,0.5,5,256,1,237,6,989,11,0.9525285,OPTIMUM,0.22208,409.58735,409.85418,OPTIMUM,0.2305,0.97471,3.69486,413.54904,OPTIMUM,410.56206
364,chainlink,2352,0.1,0.7,1,338,3,353,6,989,11,0.9525285,OPTIMUM,0.20673,178.39416,178.65286,OPTIMUM,0.23408,0.52277,3.15925,181.81211,OPTIMUM,178.91693
365,chainlink,2352,0.1,0.7,2,338,3,353,6,989,11,0.9525285,OPTIMUM,0.22545,192.97237,193.24567,OPTIMUM,0.21686,0.51713,3.05079,196.29646,OPTIMUM,193.4895
366,chainlink,2352,0.1,0.7,3,338,3,353,6,989,11,0.9525285,OPTIMUM,0.22299,307.0882,307.36967,OPTIMUM,0.21334,0.54725,3.02918,310.39885,OPTIMUM,307.63545
367,chainlink,2352,0.1,0.7,5,338,3,353,6,989,11,0.9525285,OPTIMUM,0.22393,765.07447,765.34734,OPTIMUM,0.22266,0.52058,3.10157,768.44891,OPTIMUM,765.59505
368,chainlink,2352,0.1,1,1,483,4,503,10,989,9,0.94862459,OPTIMUM,0.20679,161.11641,161.38104,OPTIMUM,0.20921,0.37249,2.84666,164.2277,OPTIMUM,161.4889
369,chainlink,2352,0.1,1,2,483,4,503,10,989,9,0.94862459,OPTIMUM,0.24703,537.1533,537.45035,OPTIMUM,0.21271,0.37666,2.84452,540.29487,OPTIMUM,537.52996
370,chainlink,2352,0.1,1,3,483,4,503,10,989,9,0.94862459,OPTIMUM,0.23008,605.5146,605.79056,OPTIMUM,0.23195,0.40926,3.23006,609.02062,OPTIMUM,605.92386
371,chainlink,2352,0.1,1,5,483,4,503,10,989,9,0.94862459,SATISFIABLE,0.22686,900.01549,900.28943,OPTIMUM,0.21675,0.3746,2.86103,903.15046,SATISFIABLE,900.39009
372,chainlink,2352,0.1,1.5,1,734,9,743,14,989,11,0.952528493,OPTIMUM,0.21356,667.65102,667.92419,OPTIMUM,0.21572,0.29771,2.81509,670.73928,OPTIMUM,667.94873
373,chainlink,2352,0.1,1.5,2,734,9,743,14,989,11,0.952528493,SATISFIABLE,0.22736,900.01471,900.29501,OPTIMUM,0.23299,0.3126,3.03599,903.331,SATISFIABLE,900.32731
374,chainlink,2352,0.1,1.5,3,732,11,744,13,989,11,0.9525285,SATISFIABLE,0.2229,900.02213,900.2918,OPTIMUM,0.21232,0.26667,2.79939,903.09119,SATISFIABLE,900.2888
375,chainlink,2352,0.1,1.5,5,732,11,744,13,989,11,0.9525285,SATISFIABLE,0.23764,900.02291,900.31415,OPTIMUM,0.22638,0.2525,2.98962,903.30377,SATISFIABLE,900.27541
376,chainlink,2352,0.1,1.75,1,856,11,866,17,989,11,0.956440405,SATISFIABLE,0.21455,900.01258,900.28915,OPTIMUM,0.21314,0.37043,2.91262,903.20177,SATISFIABLE,900.38301
377,chainlink,2352,0.1,1.75,2,856,11,866,17,989,11,0.956440405,SATISFIABLE,0.21214,900.0134,900.29306,OPTIMUM,0.22682,0.3478,3.03499,903.32805,SATISFIABLE,900.3612
378,chainlink,2352,0.1,1.75,3,853,14,867,16,989,11,0.948624598,SATISFIABLE,0.21454,900.0242,900.28846,OPTIMUM,0.2119,0.35401,2.89049,903.17895,SATISFIABLE,900.37821
379,chainlink,2352,0.1,1.75,5,853,14,867,16,989,11,0.948624598,SATISFIABLE,0.23366,900.03178,900.33409,OPTIMUM,0.21274,0.36675,2.91876,903.25285,SATISFIABLE,900.39853
380,chainlink,2352,0.1,2,1,987,12,979,22,989,11,0.960360326,SATISFIABLE,0.21252,900.01356,900.2899,OPTIMUM,0.22665,0.29436,2.86014,903.15004,SATISFIABLE,900.30792
381,chainlink,2352,0.1,2,2,987,12,979,22,989,11,0.960360326,SATISFIABLE,0.23117,900.014,900.29809,OPTIMUM,0.22613,0.30357,3.02281,903.3209,SATISFIABLE,900.31757
382,chainlink,2352,0.1,2,3,983,16,981,20,989,11,0.956440411,SATISFIABLE,0.21222,900.03081,900.3107,OPTIMUM,0.22042,0.29626,2.86179,903.17249,SATISFIABLE,900.32707
383,chainlink,2352,0.1,2,5,983,16,981,20,989,11,0.956440411,SATISFIABLE,0.2167,900.01474,900.28463,OPTIMUM,0.21463,0.30664,2.882,903.16663,SATISFIABLE,900.32138
384,glass,2352,0.1,0.1,1,5,0,16,0,993,93,0.258715148,OPTIMUM,0.33059,1.11966,1.51603,OPTIMUM,0.33224,3.72057,5.45863,6.97466,OPTIMUM,4.84023
385,glass,2352,0.1,0.1,2,5,0,16,0,993,93,0.258715148,OPTIMUM,0.35098,1.1688,1.58862,OPTIMUM,0.35773,3.75422,5.5787,7.16732,OPTIMUM,4.92302
386,glass,2352,0.1,0.1,3,5,0,16,0,993,93,0.258715148,OPTIMUM,0.35145,1.17498,1.57828,OPTIMUM,0.37475,3.83893,5.69516,7.27344,OPTIMUM,5.01391
387,glass,2352,0.1,0.1,5,5,0,16,0,993,93,0.258715148,OPTIMUM,0.36093,1.13199,1.56048,OPTIMUM,0.33649,3.68124,5.41787,6.97835,OPTIMUM,4.81323
388,glass,2352,0.1,0.25,1,14,0,39,0,1122,41,0.216369166,OPTIMUM,0.33361,6.41608,6.80506,OPTIMUM,0.33549,24.28467,24.85971,31.66477,OPTIMUM,30.70075
389,glass,2352,0.1,0.25,2,14,0,39,0,1122,41,0.216369166,OPTIMUM,0.35608,6.78306,7.21106,OPTIMUM,0.35672,25.82589,26.44103,33.65209,OPTIMUM,32.60895
390,glass,2352,0.1,0.25,3,14,0,39,0,1122,41,0.216369166,OPTIMUM,0.35513,6.79559,7.20534,OPTIMUM,0.35318,25.98746,26.57802,33.78336,OPTIMUM,32.78305
391,glass,2352,0.1,0.25,5,14,0,39,0,1122,41,0.216369166,OPTIMUM,0.3418,6.49048,6.90753,OPTIMUM,0.33321,24.50663,25.08669,31.99422,OPTIMUM,30.99711
392,glass,2352,0.1,0.5,1,27,0,80,0,1167,1,0.182021408,OPTIMUM,0.32645,40.80609,41.20462,SATISFIABLE,0.34866,900.01217,900.60812,941.81274,SATISFIABLE,940.81826
393,glass,2352,0.1,0.5,2,27,0,80,0,1167,1,0.182021408,OPTIMUM,0.35325,34.43455,34.86256,SATISFIABLE,0.35258,900.01539,900.60399,935.46655,SATISFIABLE,934.44994
394,glass,2352,0.1,0.5,3,27,0,80,0,1167,1,0.182021408,OPTIMUM,0.35294,34.56063,34.96983,SATISFIABLE,0.36187,900.01856,900.62709,935.59692,SATISFIABLE,934.57919
395,glass,2352,0.1,0.5,5,27,0,80,0,1167,1,0.182021408,OPTIMUM,0.33303,33.54955,33.95888,SATISFIABLE,0.35264,900.01385,900.61129,934.57017,SATISFIABLE,933.5634
396,glass,2352,0.1,0.7,1,33,0,116,0,1299,3,0.367694258,OPTIMUM,0.33779,93.32343,93.72688,SATISFIABLE,0.33068,900.01484,900.60229,994.32917,SATISFIABLE,993.33827
