data,seed,e,kappa,cl_ml_ratio,pareto_index,ml_sat,ml_unsat,cl_sat,cl_unsat,lm_lambda_minus,lm_lambda_plus,lp_lambda_minus,lp_lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_lm_slvr_status,p2_lm_clause_gen,p2_lm_solver,p2_lm_total,p2_lp_slvr_status,p2_lp_clause_gen,p2_lp_solver,p2_lp_total,total_slvr_time,type,obj_value
lsun,3556,0.1,0.25,1,2,42.0,0.0,58.0,0.0,903,24,903,37,0.968252048,OPTIMUM,0.1066,0.8512,1.00213,OPTIMUM,0.11128,0.20162,1.99899,OPTIMUM,0.11414,0.42094,2.2144,1.62469,main,866
lsun,3556,0.1,0.25,1,3,42.0,0.0,58.0,0.0,923,39,923,104,1.0,OPTIMUM,0.1066,0.8512,1.00213,OPTIMUM,0.10932,0.15894,1.88558,OPTIMUM,0.1103,0.45989,2.2409,1.62096,main,819
seeds,3556,0.1,0.25,1,0,8.0,0.0,44.0,0.0,971,21,971,60,0.749684328,OPTIMUM,0.11487,0.24158,0.38291,OPTIMUM,0.11729,0.48139,1.75093,OPTIMUM,0.09406,0.25888,1.52373,1.12318,main,911
spam,3556,0.1,0.25,1,0,481.0,127.0,342.0,200.0,2432,2,2432,6,0.406643941,SATISFIABLE,9.93991,900.05065,912.29317,OPTIMUM,10.25683,336.39937,376.68114,OPTIMUM,9.82753,331.73054,371.73133,1580.42308,main,2426
target,3556,0.1,0.25,1,0,98.0,0.0,94.0,0.0,643,0,643,15,0.887807563,OPTIMUM,0.80447,3.24528,4.33616,OPTIMUM,0.80516,6.56649,11.52472,OPTIMUM,0.8703,1.49618,6.3861,12.39883,main,628
target,3556,0.1,0.25,1,1,98.0,0.0,94.0,0.0,644,16,644,16,0.916401851,OPTIMUM,0.80447,3.24528,4.33616,OPTIMUM,0.84598,6.13584,10.99825,OPTIMUM,1.00885,1.07388,6.05889,11.54588,main,628
target,3556,0.1,0.25,1,2,98.0,0.0,94.0,0.0,646,17,646,17,0.943493279,OPTIMUM,0.80447,3.24528,4.33616,OPTIMUM,0.8557,3.6516,8.46712,OPTIMUM,0.82704,1.54619,6.52059,9.53395,main,629
target,3556,0.1,0.25,1,3,98.0,0.0,94.0,0.0,650,22,650,164,1.0,OPTIMUM,0.80447,3.24528,4.33616,OPTIMUM,0.83488,3.45238,8.22646,OPTIMUM,0.84303,1.07246,5.88704,8.861,main,486
wine,3556,0.1,0.25,1,0,10.0,0.0,34.0,0.0,1178,4,1178,71,0.846206537,OPTIMUM,0.12468,0.34104,0.50148,OPTIMUM,0.12827,0.57786,1.83074,OPTIMUM,0.13222,0.51761,1.73661,1.59695,main,1107
wingnut,3556,0.1,0.25,1,0,131.0,0.0,123.0,0.0,1094,67,1094,67,1.0,OPTIMUM,0.20598,0.19257,0.45586,OPTIMUM,0.19689,0.20325,5.50821,OPTIMUM,0.18376,0.18616,5.23202,0.84527,main,1027
chainlink,3556,0.1,0.5,1,0,244.0,5.0,248.0,3.0,989,4,989,4,0.933089054,OPTIMUM,0.21055,53.40511,53.67982,OPTIMUM,0.21869,0.93066,3.51477,OPTIMUM,0.19616,0.70363,3.27253,55.31411,main,985
glass,3556,0.1,0.5,1,0,22.0,0.0,85.0,0.0,1157,4,1157,4,0.292083509,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.33173,1240.65503,1241.3311,OPTIMUM,0.36038,699.97783,700.68312,1965.68676,main,1153
glass,3556,0.1,0.5,1,1,22.0,0.0,85.0,0.0,1191,5,1191,9,0.262138748,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.30481,2182.38994,2183.07473,OPTIMUM,0.30474,2293.16543,2293.81651,4500.60927,main,1182
glass,3556,0.1,0.5,1,2,22.0,0.0,85.0,0.0,1198,11,1198,11,0.249201319,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.34275,1539.13945,1539.82872,OPTIMUM,0.29844,744.29823,744.9766,2308.49158,main,1187
glass,3556,0.1,0.5,1,3,22.0,0.0,85.0,0.0,1236,13,1236,13,0.200425717,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.29975,1801.52992,1802.16911,OPTIMUM,0.34343,2145.95218,2146.63584,3972.536,main,1223
glass,3556,0.1,0.5,1,4,22.0,0.0,85.0,0.0,1241,14,1241,14,0.130302321,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.29584,1508.3912,1509.06241,OPTIMUM,0.3015,430.41848,431.05426,1963.86358,main,1227
glass,3556,0.1,0.5,1,5,22.0,0.0,85.0,0.0,1257,15,1257,15,0.193928081,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.34115,998.26728,998.95329,OPTIMUM,0.29732,1527.1295,1527.79928,2550.45068,main,1242
glass,3556,0.1,0.5,1,6,22.0,0.0,85.0,0.0,1274,16,1274,20,0.203593975,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.29864,679.43587,680.06562,OPTIMUM,0.34319,791.42503,792.10847,1495.9148,main,1254
glass,3556,0.1,0.5,1,7,22.0,0.0,85.0,0.0,1384,21,1384,21,0.138640534,OPTIMUM,0.324,24.63973,25.0539,OPTIMUM,0.29643,369.90539,370.57579,OPTIMUM,0.2952,174.47704,175.10361,569.43633,main,1363
ionosphere,3556,0.1,0.5,1,0,105.0,4.0,62.0,4.0,3573,99,3573,99,0.589178204,SATISFIABLE,0.36623,900.01246,900.46772,OPTIMUM,0.37755,93.60701,94.25368,OPTIMUM,0.4298,57.19781,57.89663,1051.27254,main,3474
iris,3556,0.1,0.5,1,0,23.0,0.0,52.0,0.0,755,23,755,23,0.941012256,OPTIMUM,0.05626,0.07692,0.15584,OPTIMUM,0.05947,0.09147,0.52495,OPTIMUM,0.09401,0.09374,0.5573,0.34105,main,732
lsun,3556,0.1,0.5,1,0,79.0,0.0,121.0,0.0,917,4,917,4,0.960265549,OPTIMUM,0.10297,0.26455,0.40943,OPTIMUM,0.10635,0.79839,1.34556,OPTIMUM,0.11125,0.13907,0.69463,1.34689,main,913
lsun,3556,0.1,0.5,1,1,79.0,0.0,121.0,0.0,923,7,923,104,1.0,OPTIMUM,0.10297,0.26455,0.40943,OPTIMUM,0.15498,0.78887,1.3877,OPTIMUM,0.10856,0.1179,0.66562,1.3162,main,819
seeds,3556,0.1,0.5,1,0,19.0,0.0,86.0,0.0,1013,18,1013,21,0.692669619,OPTIMUM,0.11283,0.50616,0.63902,OPTIMUM,0.12316,0.86602,2.04899,OPTIMUM,0.09546,0.26879,1.44008,1.77383,main,992
spam,3556,0.1,0.5,1,0,988.0,224.0,647.0,441.0,2432,9,2432,11,0.409705496,SATISFIABLE,10.22586,900.05224,912.58073,OPTIMUM,9.89124,170.07847,207.94778,OPTIMUM,9.66404,179.74264,217.46267,1262.40184,main,2421
target,3556,0.1,0.5,1,0,199.0,0.0,186.0,0.0,646,1,646,4,0.975181065,OPTIMUM,0.81305,3.29465,4.40463,OPTIMUM,0.78661,4.89672,9.89957,OPTIMUM,0.84625,1.37616,6.22187,10.67751,main,642
target,3556,0.1,0.5,1,1,199.0,0.0,186.0,0.0,649,13,649,13,0.99753186,OPTIMUM,0.81305,3.29465,4.40463,OPTIMUM,0.84091,10.23739,15.06864,OPTIMUM,0.8234,0.80595,5.78903,15.44797,main,636
target,3556,0.1,0.5,1,2,199.0,0.0,186.0,0.0,650,164,650,164,1.0,OPTIMUM,0.81305,3.29465,4.40463,OPTIMUM,0.84704,3.4546,8.28734,OPTIMUM,0.82685,0.78039,5.5943,8.63962,main,486
wine,3556,0.1,0.5,1,0,27.0,0.0,62.0,0.0,1178,1,1178,71,0.882469035,OPTIMUM,0.11691,0.82727,0.97906,OPTIMUM,0.12832,0.5646,0.97017,OPTIMUM,0.13411,0.41503,0.79835,1.95869,main,1107
wingnut,3556,0.1,0.5,1,0,256.0,0.0,252.0,0.0,1094,3,1094,67,1.0,OPTIMUM,0.19626,0.17694,0.42824,OPTIMUM,0.19535,0.20801,4.649,OPTIMUM,0.18026,0.16649,4.35101,0.80274,main,1027
chainlink,1732,0.1,0.0,1,0,,,,,928,4,928,16,0.032179395,,,,,OPTIMUM,65.41891,2.92869,69.75244,OPTIMUM,63.86943,1.81247,67.10491,4.74116,main,912
chainlink,1732,0.1,0.0,1,1,,,,,938,17,938,18,0.231568611,,,,,OPTIMUM,62.86654,2.69532,66.99387,OPTIMUM,64.47395,1.84919,67.68972,4.54451,main,920
chainlink,1732,0.1,0.0,1,2,,,,,941,19,941,20,0.00862116,,,,,OPTIMUM,63.42336,2.75654,67.49409,OPTIMUM,64.6184,4.61221,70.54521,7.36875,main,921
chainlink,1732,0.1,0.0,1,3,,,,,947,23,947,23,0.136085866,,,,,OPTIMUM,64.71019,2.74533,68.76398,OPTIMUM,63.29078,6.5565,71.17514,9.30183,main,924
chainlink,1732,0.1,0.0,1,4,,,,,956,24,956,24,0.148188442,,,,,OPTIMUM,64.04203,2.56018,67.9103,OPTIMUM,64.05579,21.11508,86.49788,23.67526,main,932
chainlink,1732,0.1,0.0,1,5,,,,,959,25,959,25,0.134574688,,,,,OPTIMUM,63.95278,2.66611,67.93355,OPTIMUM,65.50321,20.56074,87.34954,23.22685,main,934
chainlink,1732,0.1,0.0,1,6,,,,,984,27,984,28,0.324300896,,,,,OPTIMUM,65.63031,4.52992,71.48078,OPTIMUM,64.37841,25.86227,91.54013,30.39219,main,956
chainlink,1732,0.1,0.0,1,7,,,,,985,29,985,29,0.064600203,,,,,OPTIMUM,65.07427,6.41589,72.79637,OPTIMUM,65.17639,25.8269,92.32637,32.24279,main,956
chainlink,1732,0.1,0.0,1,8,,,,,990,31,990,39,0.0,,,,,OPTIMUM,65.56067,2.50365,69.37298,OPTIMUM,65.18807,16.25843,82.75713,18.76208,main,951
glass,1732,0.1,0.0,1,0,,,,,969,76,969,140,0.236311476,,,,,OPTIMUM,2.46741,7.4463,10.1373,OPTIMUM,2.52264,3.46133,6.21647,10.90763,main,829
glass,1732,0.1,0.0,1,1,,,,,1051,201,1051,215,0.224463969,,,,,OPTIMUM,2.48122,2.81789,5.52978,OPTIMUM,2.46613,4.46767,7.16197,7.28556,main,836
glass,1732,0.1,0.0,1,2,,,,,1056,276,1056,276,0.215576064,,,,,OPTIMUM,2.45988,1.20602,3.90156,OPTIMUM,2.51207,4.73727,7.48294,5.94329,main,780
glass,1732,0.1,0.0,1,3,,,,,1073,292,1073,292,0.203211614,,,,,OPTIMUM,2.4619,0.82668,3.51501,OPTIMUM,2.46725,4.45279,7.15371,5.27947,main,781
glass,1732,0.1,0.0,1,4,,,,,1223,329,1223,329,0.02834295,,,,,OPTIMUM,2.44037,0.66192,3.32816,OPTIMUM,2.47624,5.20521,7.90858,5.86713,main,894
glass,1732,0.1,0.0,1,5,,,,,1257,395,1257,398,0.044606766,,,,,OPTIMUM,2.48266,0.65984,3.37284,OPTIMUM,2.44131,5.3144,7.98257,5.97424,main,859
glass,1732,0.1,0.0,1,6,,,,,1278,412,1278,412,0.02725858,,,,,OPTIMUM,2.45203,0.67122,3.35259,OPTIMUM,2.44649,5.41457,8.08407,6.08579,main,866
glass,1732,0.1,0.0,1,7,,,,,1340,418,1340,418,0.029546478,,,,,OPTIMUM,2.48146,0.68794,3.40248,OPTIMUM,2.44798,6.08079,8.76622,6.76873,main,922
glass,1732,0.1,0.0,1,8,,,,,1341,428,1341,428,0.026221127,,,,,OPTIMUM,2.47279,0.66985,3.37384,OPTIMUM,2.43992,5.93452,8.60544,6.60437,main,913
glass,1732,0.1,0.0,1,9,,,,,1350,483,1350,483,0.020370799,,,,,OPTIMUM,2.49627,0.68158,3.40975,OPTIMUM,2.4495,5.92091,8.60109,6.60249,main,867
glass,1732,0.1,0.0,1,10,,,,,1472,534,1472,534,0.020370799,,,,,OPTIMUM,2.45679,0.68976,3.37689,OPTIMUM,2.44365,8.45203,11.12377,9.14179,main,938
ionosphere,1732,0.1,0.0,1,0,,,,,3554,2,3554,1566,0.094579814,,,,,OPTIMUM,4.30153,11.5321,16.07844,OPTIMUM,4.33625,2.60304,7.19019,14.13514,main,1988
ionosphere,1732,0.1,0.0,1,1,,,,,3564,1695,3564,1867,0.037361229,,,,,OPTIMUM,4.27601,0.69876,5.22484,OPTIMUM,4.35157,2.01686,6.61573,2.71562,main,1697
ionosphere,1732,0.1,0.0,1,2,,,,,3574,2370,3574,2370,0.00900208,,,,,OPTIMUM,4.61034,0.66818,5.49608,OPTIMUM,4.28366,1.88325,6.42198,2.55143,main,1204
iris,1732,0.1,0.0,1,0,,,,,726,7,726,32,0.599132294,,,,,OPTIMUM,0.69513,0.51912,1.2785,OPTIMUM,0.72342,0.55926,1.34103,1.07838,main,694
iris,1732,0.1,0.0,1,1,,,,,755,36,755,36,0.786163932,,,,,OPTIMUM,0.70275,0.31675,1.08284,OPTIMUM,0.73203,0.54114,1.33912,0.85789,main,719
iris,1732,0.1,0.0,1,2,,,,,829,50,829,66,0.56376612,,,,,OPTIMUM,0.69804,0.38555,1.14965,OPTIMUM,0.72803,0.604,1.39689,0.98955,main,763
iris,1732,0.1,0.0,1,3,,,,,896,74,896,74,0.525194184,,,,,OPTIMUM,0.69838,0.28301,1.04313,OPTIMUM,0.69522,0.70106,1.45779,0.98407,main,822
iris,1732,0.1,0.0,1,4,,,,,920,106,920,106,0.562136425,,,,,OPTIMUM,0.78217,0.2642,1.10883,OPTIMUM,0.70216,0.70304,1.46791,0.96724,main,814
iris,1732,0.1,0.0,1,5,,,,,966,130,966,130,0.563751021,,,,,OPTIMUM,0.72397,0.27407,1.0622,OPTIMUM,0.69854,0.77083,1.53273,1.0449,main,836
iris,1732,0.1,0.0,1,6,,,,,1054,153,1054,153,0.558371444,,,,,OPTIMUM,0.73306,0.31073,1.11039,OPTIMUM,0.69048,0.90824,1.65661,1.21897,main,901
lsun,1732,0.1,0.0,1,0,,,,,619,21,619,33,0.398503319,,,,,OPTIMUM,5.86385,3.05073,9.20286,OPTIMUM,5.85049,0.49005,6.63837,3.54078,main,586
lsun,1732,0.1,0.0,1,1,,,,,903,35,903,37,0.873974777,,,,,OPTIMUM,5.77329,0.57403,6.6444,OPTIMUM,5.84889,11.56066,17.69492,12.13469,main,866
lsun,1732,0.1,0.0,1,2,,,,,923,46,923,104,1.0,,,,,OPTIMUM,5.74814,0.57666,6.62201,OPTIMUM,5.79197,12.18096,18.25004,12.75762,main,819
seeds,1732,0.1,0.0,1,0,,,,,896,20,896,67,0.695013086,,,,,OPTIMUM,1.43759,1.50685,3.03985,OPTIMUM,1.46165,1.13534,2.69923,2.64219,main,829
seeds,1732,0.1,0.0,1,1,,,,,1049,70,1049,81,0.517712891,,,,,OPTIMUM,1.45095,0.18387,1.73543,OPTIMUM,1.42502,1.78744,3.31083,1.97131,main,968
seeds,1732,0.1,0.0,1,2,,,,,1147,86,1147,86,0.507318042,,,,,OPTIMUM,1.44896,0.22942,1.7781,OPTIMUM,1.45123,2.12112,3.67123,2.35054,main,1061
seeds,1732,0.1,0.0,1,3,,,,,1204,96,1204,106,0.470648838,,,,,OPTIMUM,1.44846,0.22297,1.76765,OPTIMUM,1.4539,2.23463,3.78401,2.4576,main,1098
seeds,1732,0.1,0.0,1,4,,,,,1679,134,1679,208,3.98e-06,,,,,OPTIMUM,1.44527,0.1875,1.73317,OPTIMUM,1.40975,0.75317,2.26178,0.94067,main,1471
spam,1732,0.1,0.0,1,0,,,,,2316,250,2316,250,-0.002531123,,,,,OPTIMUM,6920.15669,46.17211,7002.13732,OPTIMUM,5384.80089,73.88472,5495.22195,120.05683,main,2066
spam,1732,0.1,0.0,1,1,,,,,2424,268,2424,823,0.000396222,,,,,OPTIMUM,7156.76312,110.06095,7302.90784,OPTIMUM,7125.03956,143.106,7304.28802,253.16695,main,1601
spam,1732,0.1,0.0,1,2,,,,,2425,899,2425,899,0.000549092,,,,,OPTIMUM,6914.48838,64.87126,7015.5955,OPTIMUM,7056.83535,139.91281,7233.26624,204.78407,main,1526
spam,1732,0.1,0.0,1,3,,,,,2428,1074,2428,1074,0.000702352,,,,,OPTIMUM,6890.18722,57.05404,6983.61052,OPTIMUM,6897.58172,83.76938,7017.56988,140.82342,main,1354
spam,1732,0.1,0.0,1,4,,,,,2429,1290,2429,1290,0.000467875,,,,,OPTIMUM,4888.67177,55.9172,4980.94623,OPTIMUM,4886.56033,79.80234,5002.66762,135.71954,main,1139
spam,1732,0.1,0.0,1,5,,,,,2432,1355,2432,1355,0.000233758,,,,,OPTIMUM,4848.51641,56.92127,4941.98102,OPTIMUM,4967.09379,61.75497,5064.69031,118.67624,main,1077
target,1732,0.1,0.0,1,0,,,,,488,2,488,6,0.35300678,,,,,OPTIMUM,39.52131,7.11537,48.45272,OPTIMUM,40.73458,21.85608,64.40125,28.97145,main,482
target,1732,0.1,0.0,1,1,,,,,489,7,489,11,0.350419845,,,,,OPTIMUM,39.48671,33.81516,75.16017,OPTIMUM,40.87267,17.78048,60.49767,51.59564,main,478
target,1732,0.1,0.0,1,2,,,,,492,13,492,14,0.351069645,,,,,OPTIMUM,39.88148,33.7329,75.56708,OPTIMUM,40.92553,18.74075,61.49506,52.47365,main,478
target,1732,0.1,0.0,1,3,,,,,499,16,499,16,0.389004516,,,,,OPTIMUM,40.18546,29.6191,71.67277,OPTIMUM,40.07938,22.45516,64.50991,52.07426,main,483
target,1732,0.1,0.0,1,4,,,,,500,17,500,17,0.342491855,,,,,OPTIMUM,40.4953,33.64212,75.98577,OPTIMUM,41.4409,21.66257,64.93172,55.30469,main,483
target,1732,0.1,0.0,1,5,,,,,505,21,505,25,0.368070117,,,,,OPTIMUM,40.31575,30.29582,72.61494,OPTIMUM,40.07707,21.40909,63.31687,51.70491,main,480
target,1732,0.1,0.0,1,6,,,,,533,26,533,28,0.379079733,,,,,OPTIMUM,40.44081,34.45616,76.91289,OPTIMUM,39.64567,22.83246,64.54854,57.28862,main,505
target,1732,0.1,0.0,1,7,,,,,646,32,646,33,0.368818297,,,,,OPTIMUM,40.72248,28.39042,71.08386,OPTIMUM,39.75624,30.66645,72.27596,59.05687,main,613
target,1732,0.1,0.0,1,8,,,,,650,34,650,164,1.0,,,,,OPTIMUM,39.96185,28.14627,70.0635,OPTIMUM,39.84658,28.18963,69.90707,56.3359,main,486
wine,1732,0.1,0.0,1,0,,,,,1178,0,1178,73,0.36824486,,,,,OPTIMUM,1.08288,0.673,1.84032,OPTIMUM,1.06822,0.85593,2.00957,1.52893,main,1105
wine,1732,0.1,0.0,1,1,,,,,1198,97,1198,175,0.428803725,,,,,OPTIMUM,1.09864,0.33736,1.52584,OPTIMUM,1.06163,0.95373,2.10201,1.29109,main,1023
wine,1732,0.1,0.0,1,2,,,,,1273,190,1273,387,-0.003819345,,,,,OPTIMUM,1.10558,0.17286,1.3639,OPTIMUM,1.09975,0.70936,1.89548,0.88222,main,886
wingnut,1732,0.1,0.0,1,0,,,,,1094,1,1094,67,1.0,,,,,OPTIMUM,66.24593,2.72268,70.27921,OPTIMUM,68.83378,1.87106,72.06472,4.59374,main,1027
chainlink,2352,0.1,0.0,1,0,,,,,928,4,928,16,0.032179395,,,,,OPTIMUM,65.41891,2.92869,69.75244,OPTIMUM,63.86943,1.81247,67.10491,4.74116,main,912
chainlink,2352,0.1,0.0,1,1,,,,,938,17,938,18,0.231568611,,,,,OPTIMUM,62.86654,2.69532,66.99387,OPTIMUM,64.47395,1.84919,67.68972,4.54451,main,920
chainlink,2352,0.1,0.0,1,2,,,,,941,19,941,20,0.00862116,,,,,OPTIMUM,63.42336,2.75654,67.49409,OPTIMUM,64.6184,4.61221,70.54521,7.36875,main,921
chainlink,2352,0.1,0.0,1,3,,,,,947,23,947,23,0.136085866,,,,,OPTIMUM,64.71019,2.74533,68.76398,OPTIMUM,63.29078,6.5565,71.17514,9.30183,main,924
chainlink,2352,0.1,0.0,1,4,,,,,956,24,956,24,0.148188442,,,,,OPTIMUM,64.04203,2.56018,67.9103,OPTIMUM,64.05579,21.11508,86.49788,23.67526,main,932
chainlink,2352,0.1,0.0,1,5,,,,,959,25,959,25,0.134574688,,,,,OPTIMUM,63.95278,2.66611,67.93355,OPTIMUM,65.50321,20.56074,87.34954,23.22685,main,934
chainlink,2352,0.1,0.0,1,6,,,,,984,27,984,28,0.324300896,,,,,OPTIMUM,65.63031,4.52992,71.48078,OPTIMUM,64.37841,25.86227,91.54013,30.39219,main,956
chainlink,2352,0.1,0.0,1,7,,,,,985,29,985,29,0.064600203,,,,,OPTIMUM,65.07427,6.41589,72.79637,OPTIMUM,65.17639,25.8269,92.32637,32.24279,main,956
chainlink,2352,0.1,0.0,1,8,,,,,990,31,990,39,0.0,,,,,OPTIMUM,65.56067,2.50365,69.37298,OPTIMUM,65.18807,16.25843,82.75713,18.76208,main,951
glass,2352,0.1,0.0,1,0,,,,,969,76,969,140,0.236311476,,,,,OPTIMUM,2.46741,7.4463,10.1373,OPTIMUM,2.52264,3.46133,6.21647,10.90763,main,829
glass,2352,0.1,0.0,1,1,,,,,1051,201,1051,215,0.224463969,,,,,OPTIMUM,2.48122,2.81789,5.52978,OPTIMUM,2.46613,4.46767,7.16197,7.28556,main,836
glass,2352,0.1,0.0,1,2,,,,,1056,276,1056,276,0.215576064,,,,,OPTIMUM,2.45988,1.20602,3.90156,OPTIMUM,2.51207,4.73727,7.48294,5.94329,main,780
glass,2352,0.1,0.0,1,3,,,,,1073,292,1073,292,0.203211614,,,,,OPTIMUM,2.4619,0.82668,3.51501,OPTIMUM,2.46725,4.45279,7.15371,5.27947,main,781
glass,2352,0.1,0.0,1,4,,,,,1223,329,1223,329,0.02834295,,,,,OPTIMUM,2.44037,0.66192,3.32816,OPTIMUM,2.47624,5.20521,7.90858,5.86713,main,894
glass,2352,0.1,0.0,1,5,,,,,1257,395,1257,398,0.044606766,,,,,OPTIMUM,2.48266,0.65984,3.37284,OPTIMUM,2.44131,5.3144,7.98257,5.97424,main,859
glass,2352,0.1,0.0,1,6,,,,,1278,412,1278,412,0.02725858,,,,,OPTIMUM,2.45203,0.67122,3.35259,OPTIMUM,2.44649,5.41457,8.08407,6.08579,main,866
glass,2352,0.1,0.0,1,7,,,,,1340,418,1340,418,0.029546478,,,,,OPTIMUM,2.48146,0.68794,3.40248,OPTIMUM,2.44798,6.08079,8.76622,6.76873,main,922
glass,2352,0.1,0.0,1,8,,,,,1341,428,1341,428,0.026221127,,,,,OPTIMUM,2.47279,0.66985,3.37384,OPTIMUM,2.43992,5.93452,8.60544,6.60437,main,913
glass,2352,0.1,0.0,1,9,,,,,1350,483,1350,483,0.020370799,,,,,OPTIMUM,2.49627,0.68158,3.40975,OPTIMUM,2.4495,5.92091,8.60109,6.60249,main,867
glass,2352,0.1,0.0,1,10,,,,,1472,534,1472,534,0.020370799,,,,,OPTIMUM,2.45679,0.68976,3.37689,OPTIMUM,2.44365,8.45203,11.12377,9.14179,main,938
ionosphere,2352,0.1,0.0,1,0,,,,,3554,2,3554,1566,0.094579814,,,,,OPTIMUM,4.30153,11.5321,16.07844,OPTIMUM,4.33625,2.60304,7.19019,14.13514,main,1988
ionosphere,2352,0.1,0.0,1,1,,,,,3564,1695,3564,1867,0.037361229,,,,,OPTIMUM,4.27601,0.69876,5.22484,OPTIMUM,4.35157,2.01686,6.61573,2.71562,main,1697
ionosphere,2352,0.1,0.0,1,2,,,,,3574,2370,3574,2370,0.00900208,,,,,OPTIMUM,4.61034,0.66818,5.49608,OPTIMUM,4.28366,1.88325,6.42198,2.55143,main,1204
iris,2352,0.1,0.0,1,0,,,,,726,7,726,32,0.599132294,,,,,OPTIMUM,0.69513,0.51912,1.2785,OPTIMUM,0.72342,0.55926,1.34103,1.07838,main,694
iris,2352,0.1,0.0,1,1,,,,,755,36,755,36,0.786163932,,,,,OPTIMUM,0.70275,0.31675,1.08284,OPTIMUM,0.73203,0.54114,1.33912,0.85789,main,719
iris,2352,0.1,0.0,1,2,,,,,829,50,829,66,0.56376612,,,,,OPTIMUM,0.69804,0.38555,1.14965,OPTIMUM,0.72803,0.604,1.39689,0.98955,main,763
iris,2352,0.1,0.0,1,3,,,,,896,74,896,74,0.525194184,,,,,OPTIMUM,0.69838,0.28301,1.04313,OPTIMUM,0.69522,0.70106,1.45779,0.98407,main,822
iris,2352,0.1,0.0,1,4,,,,,920,106,920,106,0.562136425,,,,,OPTIMUM,0.78217,0.2642,1.10883,OPTIMUM,0.70216,0.70304,1.46791,0.96724,main,814
iris,2352,0.1,0.0,1,5,,,,,966,130,966,130,0.563751021,,,,,OPTIMUM,0.72397,0.27407,1.0622,OPTIMUM,0.69854,0.77083,1.53273,1.0449,main,836
iris,2352,0.1,0.0,1,6,,,,,1054,153,1054,153,0.558371444,,,,,OPTIMUM,0.73306,0.31073,1.11039,OPTIMUM,0.69048,0.90824,1.65661,1.21897,main,901
lsun,2352,0.1,0.0,1,0,,,,,619,21,619,33,0.398503319,,,,,OPTIMUM,5.86385,3.05073,9.20286,OPTIMUM,5.85049,0.49005,6.63837,3.54078,main,586
lsun,2352,0.1,0.0,1,1,,,,,903,35,903,37,0.873974777,,,,,OPTIMUM,5.77329,0.57403,6.6444,OPTIMUM,5.84889,11.56066,17.69492,12.13469,main,866
lsun,2352,0.1,0.0,1,2,,,,,923,46,923,104,1.0,,,,,OPTIMUM,5.74814,0.57666,6.62201,OPTIMUM,5.79197,12.18096,18.25004,12.75762,main,819
seeds,2352,0.1,0.0,1,0,,,,,896,20,896,67,0.695013086,,,,,OPTIMUM,1.43759,1.50685,3.03985,OPTIMUM,1.46165,1.13534,2.69923,2.64219,main,829
seeds,2352,0.1,0.0,1,1,,,,,1049,70,1049,81,0.517712891,,,,,OPTIMUM,1.45095,0.18387,1.73543,OPTIMUM,1.42502,1.78744,3.31083,1.97131,main,968
seeds,2352,0.1,0.0,1,2,,,,,1147,86,1147,86,0.507318042,,,,,OPTIMUM,1.44896,0.22942,1.7781,OPTIMUM,1.45123,2.12112,3.67123,2.35054,main,1061
seeds,2352,0.1,0.0,1,3,,,,,1204,96,1204,106,0.470648838,,,,,OPTIMUM,1.44846,0.22297,1.76765,OPTIMUM,1.4539,2.23463,3.78401,2.4576,main,1098
seeds,2352,0.1,0.0,1,4,,,,,1679,134,1679,208,3.98e-06,,,,,OPTIMUM,1.44527,0.1875,1.73317,OPTIMUM,1.40975,0.75317,2.26178,0.94067,main,1471
spam,2352,0.1,0.0,1,0,,,,,2316,250,2316,250,-0.002531123,,,,,OPTIMUM,6920.15669,46.17211,7002.13732,OPTIMUM,5384.80089,73.88472,5495.22195,120.05683,main,2066
spam,2352,0.1,0.0,1,1,,,,,2424,268,2424,823,0.000396222,,,,,OPTIMUM,7156.76312,110.06095,7302.90784,OPTIMUM,7125.03956,143.106,7304.28802,253.16695,main,1601
spam,2352,0.1,0.0,1,2,,,,,2425,899,2425,899,0.000549092,,,,,OPTIMUM,6914.48838,64.87126,7015.5955,OPTIMUM,7056.83535,139.91281,7233.26624,204.78407,main,1526
spam,2352,0.1,0.0,1,3,,,,,2428,1074,2428,1074,0.000702352,,,,,OPTIMUM,6890.18722,57.05404,6983.61052,OPTIMUM,6897.58172,83.76938,7017.56988,140.82342,main,1354
spam,2352,0.1,0.0,1,4,,,,,2429,1290,2429,1290,0.000467875,,,,,OPTIMUM,4888.67177,55.9172,4980.94623,OPTIMUM,4886.56033,79.80234,5002.66762,135.71954,main,1139
spam,2352,0.1,0.0,1,5,,,,,2432,1355,2432,1355,0.000233758,,,,,OPTIMUM,4848.51641,56.92127,4941.98102,OPTIMUM,4967.09379,61.75497,5064.69031,118.67624,main,1077
