data,seed,e,kappa,cl_ml_ratio,pareto_index,ml_sat,ml_unsat,cl_sat,cl_unsat,lm_lambda_minus,lm_lambda_plus,lp_lambda_minus,lp_lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_lm_slvr_status,p2_lm_clause_gen,p2_lm_solver,p2_lm_total,p2_lp_slvr_status,p2_lp_clause_gen,p2_lp_solver,p2_lp_total,total_slvr_time
libras,2352,0.1,1.0,1,1,18.0,0.0,342.0,0.0,0,0,,,,OPTIMUM,7.7822,96.78144,105.78526,UNSATISFIABLE,7.86467,18.20372,27.83433,,,,,123.98898
libras,2352,0.1,1.5,1,0,31.0,0.0,509.0,0.0,0,0,,,,OPTIMUM,7.9848,437.09613,446.32045,UNKNOWN,7.87157,5413.51591,5423.17101,,,,,5859.83636
libras,2352,0.1,1.75,1,0,39.0,1.0,590.0,0.0,0,0,,,,SATISFIABLE,7.92403,900.03931,909.19999,UNKNOWN,7.84845,5412.77803,5422.36013,,,,,6321.9780200000005
libras,2352,0.1,2.0,1,0,45.0,4.0,671.0,0.0,0,0,,,,SATISFIABLE,7.88339,900.02114,909.14799,UNKNOWN,7.83818,5412.83095,5422.56788,,,,,6321.97894
libras,3556,0.1,0.0,1,0,,,,,2186,8,,,,,,,0.0,SATISFIABLE,7.65933,5414.06604,5483.50362,,,,,5414.06604
libras,3556,0.1,0.1,1,0,3.0,0.0,33.0,0.0,2185,3,0.0,0.0,,OPTIMUM,7.86669,25.17064,34.24819,SATISFIABLE,7.72616,5412.92896,5458.37003,UNKNOWN,7.69445,5411.82468,5457.28415,10859.00183
libras,3556,0.1,0.25,1,0,7.0,0.0,83.0,0.0,2247,4,0.0,0.0,,OPTIMUM,7.89171,44.01313,53.10704,SATISFIABLE,7.72207,5412.68304,5443.66183,UNKNOWN,7.92482,5412.70718,5443.88946,10878.49726
libras,3556,0.1,0.5,1,0,15.0,0.0,165.0,0.0,2402,9,0.0,0.0,,OPTIMUM,7.70113,64.36903,73.31111,SATISFIABLE,7.75404,5413.48062,5428.08937,UNKNOWN,7.72406,5413.2618,5427.88731,10900.05353
libras,3556,0.1,0.7,1,1,19.0,0.0,232.0,0.0,0,0,,,,OPTIMUM,8.03325,98.62337,107.91166,UNSATISFIABLE,7.67183,18.50264,27.95402,,,,,126.4143
libras,3556,0.1,1.0,1,0,32.0,0.0,328.0,0.0,0,0,,,,OPTIMUM,7.83294,162.52217,171.63422,UNKNOWN,7.65443,5413.03947,5422.32066,,,,,5584.67369
libras,3556,0.1,1.5,1,0,46.0,1.0,493.0,0.0,0,0,,,,SATISFIABLE,7.61969,900.03993,908.8959,UNKNOWN,7.72431,5412.93058,5422.32499,,,,,6321.82648
libras,3556,0.1,1.75,1,0,50.0,0.0,580.0,0.0,0,0,,,,OPTIMUM,7.96605,631.01857,640.28216,UNKNOWN,7.63085,5413.11639,5422.51112,,,,,6053.39855
libras,3556,0.1,2.0,1,0,54.0,3.0,658.0,5.0,0,0,,,,SATISFIABLE,7.9266,900.03944,909.23,UNKNOWN,7.75022,5412.77924,5422.46102,,,,,6322.009239999999
lsun,1732,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,5.82505,0.54544,6.6654,,,,,0.54544
lsun,1732,0.1,0.1,1,7,9.0,0.0,31.0,0.0,0,0,,,,OPTIMUM,0.10335,0.94047,1.07642,UNSATISFIABLE,0.11498,0.22297,5.32227,,,,,1.2993899999999998
lsun,1732,0.1,0.25,1,3,32.0,0.0,68.0,0.0,0,0,,,,OPTIMUM,0.10277,0.94382,1.08444,UNSATISFIABLE,0.10718,0.14848,1.30374,,,,,1.23292
lsun,1732,0.1,0.5,1,2,75.0,0.0,125.0,0.0,0,0,,,,OPTIMUM,0.10613,0.2309,0.37482,UNSATISFIABLE,0.10805,0.12266,0.94011,,,,,0.49748
lsun,1732,0.1,0.7,1,2,100.0,0.0,180.0,0.0,0,0,,,,OPTIMUM,0.10511,0.27531,0.42209,UNSATISFIABLE,0.10805,0.12212,0.90999,,,,,0.5442100000000001
lsun,1732,0.1,1.0,1,1,137.0,0.0,263.0,0.0,0,0,,,,OPTIMUM,0.10887,0.21666,0.36733,UNSATISFIABLE,0.16547,0.11987,0.83677,,,,,0.4871999999999999
lsun,1732,0.1,1.5,1,1,211.0,0.0,389.0,0.0,0,0,,,,OPTIMUM,0.12358,0.26368,0.42984,UNSATISFIABLE,0.10959,0.11687,0.69548,,,,,0.54671
lsun,1732,0.1,1.75,1,1,247.0,0.0,453.0,0.0,0,0,,,,OPTIMUM,0.10473,0.19474,0.33601,UNSATISFIABLE,0.10834,0.11234,0.67872,,,,,0.4483499999999999
lsun,1732,0.1,2.0,1,1,285.0,0.0,515.0,0.0,0,0,,,,OPTIMUM,0.11231,0.18531,0.33978,UNSATISFIABLE,0.11241,0.10706,0.64981,,,,,0.44684
lsun,2352,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,5.82505,0.54544,6.6654,,,,,0.54544
lsun,2352,0.1,0.1,1,6,9.0,0.0,31.0,0.0,0,0,,,,OPTIMUM,0.10144,0.93865,1.06878,UNSATISFIABLE,0.10945,0.22209,5.35299,,,,,1.29087
lsun,2352,0.1,0.25,1,2,30.0,0.0,70.0,0.0,0,0,,,,OPTIMUM,0.10165,0.93988,1.08236,UNSATISFIABLE,0.11054,0.18912,4.90578,,,,,1.27148
lsun,2352,0.1,0.5,1,1,64.0,0.0,136.0,0.0,0,0,,,,OPTIMUM,0.10572,0.22492,0.3663,UNSATISFIABLE,0.11157,0.12677,1.02672,,,,,0.49307
lsun,2352,0.1,0.7,1,1,95.0,0.0,185.0,0.0,0,0,,,,OPTIMUM,0.10743,0.22319,0.37178,UNSATISFIABLE,0.16282,0.11965,1.00908,,,,,0.49143
lsun,2352,0.1,1.0,1,1,139.0,0.0,261.0,0.0,0,0,,,,OPTIMUM,0.10451,0.21563,0.36607,UNSATISFIABLE,0.16538,0.1193,0.95294,,,,,0.48537
lsun,2352,0.1,1.5,1,1,226.0,0.0,374.0,0.0,0,0,,,,OPTIMUM,0.10658,0.23801,0.38693,UNSATISFIABLE,0.10776,0.11151,0.64885,,,,,0.49844
lsun,2352,0.1,1.75,1,1,260.0,0.0,440.0,0.0,0,0,,,,OPTIMUM,0.10656,0.1873,0.33626,UNSATISFIABLE,0.10775,0.11972,0.66325,,,,,0.45598
lsun,2352,0.1,2.0,1,1,301.0,0.0,499.0,0.0,0,0,,,,OPTIMUM,0.10564,0.1915,0.34038,UNSATISFIABLE,0.10889,0.10721,0.64597,,,,,0.44759
lsun,3556,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,5.82505,0.54544,6.6654,,,,,0.54544
lsun,3556,0.1,0.1,1,4,16.0,0.0,24.0,0.0,0,0,,,,OPTIMUM,0.10648,0.95924,1.10191,UNSATISFIABLE,0.11283,0.18207,4.58441,,,,,1.28398
lsun,3556,0.1,0.25,1,4,42.0,0.0,58.0,0.0,0,0,,,,OPTIMUM,0.1066,0.8512,1.00213,UNSATISFIABLE,0.11059,0.14301,1.88245,,,,,1.14514
lsun,3556,0.1,0.5,1,2,79.0,0.0,121.0,0.0,0,0,,,,OPTIMUM,0.10297,0.26455,0.40943,UNSATISFIABLE,0.1083,0.12332,0.67439,,,,,0.5327500000000001
lsun,3556,0.1,0.7,1,2,113.0,0.0,167.0,0.0,0,0,,,,OPTIMUM,0.10267,0.26718,0.41148,UNSATISFIABLE,0.10684,0.11646,0.6864,,,,,0.52794
lsun,3556,0.1,1.0,1,1,171.0,0.0,229.0,0.0,0,0,,,,OPTIMUM,0.10555,0.21446,0.36432,UNSATISFIABLE,0.10938,0.11512,0.72758,,,,,0.47944
lsun,3556,0.1,1.5,1,1,252.0,0.0,348.0,0.0,0,0,,,,OPTIMUM,0.10599,0.23371,0.39756,UNSATISFIABLE,0.10811,0.11765,0.65238,,,,,0.5152100000000001
lsun,3556,0.1,1.75,1,1,284.0,0.0,416.0,0.0,0,0,,,,OPTIMUM,0.10586,0.23372,0.38429,UNSATISFIABLE,0.11267,0.11555,0.66319,,,,,0.49984
lsun,3556,0.1,2.0,1,1,322.0,0.0,478.0,0.0,0,0,,,,OPTIMUM,0.10857,0.18103,0.33533,UNSATISFIABLE,0.11689,0.11704,0.67501,,,,,0.45237
seeds,1732,0.1,0.0,1,5,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.44471,0.18749,1.72908,,,,,0.18749
seeds,1732,0.1,0.1,1,2,8.0,0.0,13.0,0.0,0,0,,,,OPTIMUM,0.11076,0.09193,0.22153,UNSATISFIABLE,0.12987,0.13563,1.27633,,,,,0.35716
seeds,1732,0.1,0.25,1,3,17.0,0.0,35.0,0.0,0,0,,,,OPTIMUM,0.12804,0.12617,0.27311,UNSATISFIABLE,0.09357,0.13142,1.23203,,,,,0.40453
seeds,1732,0.1,0.5,1,2,38.0,0.0,67.0,0.0,0,0,,,,OPTIMUM,0.113,0.9038,1.04425,UNSATISFIABLE,0.09228,0.6691,1.3246,,,,,1.71335
seeds,1732,0.1,0.7,1,1,45.0,0.0,101.0,1.0,0,0,,,,OPTIMUM,0.11242,4.38126,4.51875,UNSATISFIABLE,0.0947,1.03311,1.68224,,,,,5.55186
seeds,1732,0.1,1.0,1,1,68.0,0.0,141.0,1.0,0,0,,,,OPTIMUM,0.11738,2.42211,2.56574,UNSATISFIABLE,0.09553,0.70484,1.27772,,,,,3.27058
seeds,1732,0.1,1.5,1,1,97.0,2.0,214.0,2.0,0,0,,,,OPTIMUM,0.11776,49.80864,49.95796,UNSATISFIABLE,0.09356,0.08568,0.57739,,,,,50.04364
seeds,1732,0.1,1.75,1,1,111.0,2.0,251.0,3.0,0,0,,,,OPTIMUM,0.11286,118.19477,118.33771,UNSATISFIABLE,0.09442,0.09272,0.44202,,,,,118.43043
seeds,1732,0.1,2.0,1,1,131.0,4.0,277.0,8.0,0,0,,,,SATISFIABLE,0.11513,900.01481,900.15811,UNSATISFIABLE,0.09246,0.07966,0.45907,,,,,900.23777
seeds,2352,0.1,0.0,1,5,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.44471,0.18749,1.72908,,,,,0.18749
seeds,2352,0.1,0.1,1,1,6.0,0.0,15.0,0.0,0,0,,,,OPTIMUM,0.11079,0.08428,0.2124,UNSATISFIABLE,0.09662,0.17248,2.45955,,,,,0.38488
seeds,2352,0.1,0.25,1,2,16.0,0.0,36.0,0.0,0,0,,,,OPTIMUM,0.10957,0.11413,0.24664,UNSATISFIABLE,0.09397,0.12491,1.17855,,,,,0.37155
seeds,2352,0.1,0.5,1,1,25.0,0.0,80.0,0.0,0,0,,,,OPTIMUM,0.11359,0.28347,0.42503,UNSATISFIABLE,0.0949,0.14045,1.17423,,,,,0.56548
seeds,2352,0.1,0.7,1,1,36.0,0.0,111.0,0.0,0,0,,,,OPTIMUM,0.11181,0.25278,0.39252,UNSATISFIABLE,0.09322,0.12131,1.10896,,,,,0.51383
seeds,2352,0.1,1.0,1,1,66.0,0.0,144.0,0.0,0,0,,,,OPTIMUM,0.114,0.34738,0.47989,UNSATISFIABLE,0.09514,0.34732,0.93488,,,,,0.82721
seeds,2352,0.1,1.5,1,1,103.0,1.0,210.0,1.0,0,0,,,,OPTIMUM,0.11474,3.40728,3.55114,UNSATISFIABLE,0.09297,0.27062,0.65084,,,,,3.82176
seeds,2352,0.1,1.75,1,1,119.0,2.0,244.0,2.0,0,0,,,,OPTIMUM,0.11137,16.83999,16.98178,UNSATISFIABLE,0.09222,0.29202,0.63132,,,,,17.2738
seeds,2352,0.1,2.0,1,1,141.0,4.0,273.0,2.0,0,0,,,,OPTIMUM,0.11193,99.02227,99.16046,UNSATISFIABLE,0.0945,0.07624,0.39585,,,,,99.2367
seeds,3556,0.1,0.0,1,5,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.44471,0.18749,1.72908,,,,,0.18749
seeds,3556,0.1,0.1,1,1,4.0,0.0,17.0,0.0,0,0,,,,OPTIMUM,0.11613,0.08239,0.22277,UNSATISFIABLE,0.09644,0.15299,2.7365,,,,,0.37576
seeds,3556,0.1,0.25,1,1,8.0,0.0,44.0,0.0,0,0,,,,OPTIMUM,0.11487,0.24158,0.38291,UNSATISFIABLE,0.09379,0.15149,1.36374,,,,,0.5344
seeds,3556,0.1,0.5,1,1,19.0,0.0,86.0,0.0,0,0,,,,OPTIMUM,0.11283,0.50616,0.63902,UNSATISFIABLE,0.14022,0.85178,2.05521,,,,,1.4908
seeds,3556,0.1,0.7,1,2,32.0,0.0,115.0,0.0,0,0,,,,OPTIMUM,0.112,0.4089,0.54356,UNSATISFIABLE,0.09299,0.38061,1.51192,,,,,0.92417
seeds,3556,0.1,1.0,1,1,52.0,0.0,157.0,1.0,0,0,,,,OPTIMUM,0.11834,1.72435,1.86907,UNSATISFIABLE,0.09505,0.10747,0.86795,,,,,1.97654
seeds,3556,0.1,1.5,1,1,88.0,1.0,223.0,3.0,0,0,,,,OPTIMUM,0.1116,35.83332,35.96816,UNSATISFIABLE,0.09507,0.10287,0.6356,,,,,36.07103
seeds,3556,0.1,1.75,1,1,105.0,2.0,258.0,2.0,0,0,,,,OPTIMUM,0.11152,21.23204,21.36833,UNSATISFIABLE,0.09252,0.08512,0.56198,,,,,21.45345
seeds,3556,0.1,2.0,1,1,123.0,4.0,291.0,2.0,0,0,,,,OPTIMUM,0.11281,46.7852,46.92991,UNSATISFIABLE,0.09289,0.07807,0.42248,,,,,47.00798
spam,1732,0.1,0.0,1,6,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,4958.90536,53.21409,5047.96204,,,,,53.21409
spam,1732,0.1,0.1,1,1,200.0,40.0,183.0,37.0,0,0,,,,SATISFIABLE,10.28232,900.05227,912.45993,UNSATISFIABLE,9.46329,105.37443,189.08842,,,,,1017.83436
spam,1732,0.1,0.25,1,1,406.0,198.0,347.0,199.0,0,0,,,,SATISFIABLE,10.58858,900.05112,912.81931,UNSATISFIABLE,10.02235,107.43496,191.28896,,,,,1020.25427
spam,1732,0.1,0.5,1,1,936.0,232.0,291.0,841.0,0,0,,,,SATISFIABLE,10.52738,900.05236,912.77956,UNSATISFIABLE,9.65711,70.0603,119.93112,,,,,982.83986
spam,1732,0.1,0.7,1,1,1211.0,457.0,961.0,591.0,0,0,,,,SATISFIABLE,10.16785,900.05603,912.40877,UNSATISFIABLE,9.45703,72.50755,112.93358,,,,,984.91632
spam,1732,0.1,1.0,1,1,1638.0,758.0,1504.0,701.0,0,0,,,,SATISFIABLE,10.26788,900.064,912.57129,UNSATISFIABLE,9.64393,15.16375,52.80223,,,,,927.73504
spam,1732,0.1,1.5,1,1,2712.0,889.0,1316.0,1984.0,0,0,,,,SATISFIABLE,10.40596,900.08036,912.73644,UNSATISFIABLE,9.44574,15.16972,52.4794,,,,,927.90616
spam,1732,0.1,1.75,1,1,2988.0,1213.0,2321.0,1529.0,0,0,,,,SATISFIABLE,10.31321,900.08305,912.63942,UNSATISFIABLE,9.70833,15.11573,53.66349,,,,,927.75515
spam,1732,0.1,2.0,1,1,3693.0,1100.0,2771.0,1638.0,0,0,,,,SATISFIABLE,10.10318,900.09502,912.51042,UNSATISFIABLE,9.52133,15.10445,53.01628,,,,,927.61487
spam,2352,0.1,0.0,1,6,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,4958.90536,53.21409,5047.96204,,,,,53.21409
spam,2352,0.1,0.1,1,1,183.0,61.0,179.0,37.0,0,0,,,,SATISFIABLE,10.63326,900.04945,912.73862,UNSATISFIABLE,9.61534,139.15317,201.03671,,,,,1051.89179
spam,2352,0.1,0.25,1,1,465.0,153.0,401.0,131.0,0,0,,,,SATISFIABLE,11.13649,900.04787,913.31211,UNSATISFIABLE,10.07919,111.27124,151.02446,,,,,1024.58335
spam,2352,0.1,0.5,1,1,1026.0,209.0,635.0,430.0,0,0,,,,SATISFIABLE,10.35243,900.05314,912.60368,UNSATISFIABLE,9.54171,138.59456,177.99926,,,,,1051.1982400000002
spam,2352,0.1,0.7,1,1,1428.0,284.0,557.0,951.0,0,0,,,,SATISFIABLE,10.21995,900.02776,912.47145,UNSATISFIABLE,9.84032,57.21863,96.70571,,,,,969.69008
spam,2352,0.1,1.0,1,1,2002.0,466.0,1388.0,745.0,0,0,,,,SATISFIABLE,10.64339,900.06125,912.89387,UNSATISFIABLE,9.56818,61.00723,99.29559,,,,,973.9011
spam,2352,0.1,1.5,1,1,2559.0,1098.0,2182.0,1062.0,0,0,,,,SATISFIABLE,10.2262,900.06842,912.55707,UNSATISFIABLE,9.55002,49.73973,88.66635,,,,,962.2968
spam,2352,0.1,1.75,1,1,2722.0,1544.0,2363.0,1422.0,0,0,,,,SATISFIABLE,10.17497,900.08651,912.58502,UNSATISFIABLE,9.74563,15.07351,52.85288,,,,,927.65853
spam,2352,0.1,2.0,1,1,4373.0,501.0,699.0,3629.0,0,0,,,,SATISFIABLE,10.49511,900.10437,912.88325,UNSATISFIABLE,9.76262,15.38374,52.30474,,,,,928.26699
spam,3556,0.1,0.0,1,6,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,4958.90536,53.21409,5047.96204,,,,,53.21409
spam,3556,0.1,0.1,1,1,200.0,42.0,90.0,128.0,0,0,,,,SATISFIABLE,10.33085,900.05017,912.6084,UNSATISFIABLE,9.8912,256.9108,322.91963,,,,,1169.5192
spam,3556,0.1,0.25,1,1,481.0,127.0,342.0,200.0,0,0,,,,SATISFIABLE,9.93991,900.05065,912.29317,UNSATISFIABLE,9.89121,84.71744,124.85157,,,,,997.01061
spam,3556,0.1,0.5,1,1,988.0,224.0,647.0,441.0,0,0,,,,SATISFIABLE,10.22586,900.05224,912.58073,UNSATISFIABLE,9.51047,52.49274,90.24229,,,,,965.07347
spam,3556,0.1,0.7,1,1,1363.0,349.0,499.0,1009.0,0,0,,,,SATISFIABLE,10.14657,900.05306,912.51417,UNSATISFIABLE,9.43099,69.18244,106.72331,,,,,981.69661
spam,3556,0.1,1.0,1,1,1804.0,615.0,1509.0,673.0,0,0,,,,SATISFIABLE,10.20399,900.06075,912.56773,UNSATISFIABLE,9.4048,68.97285,107.04841,,,,,981.54058
spam,3556,0.1,1.5,1,1,2619.0,961.0,1881.0,1440.0,0,0,,,,SATISFIABLE,10.17563,900.07719,912.61497,UNSATISFIABLE,9.63783,94.78336,132.76997,,,,,1007.39833
spam,3556,0.1,1.75,1,1,3750.0,437.0,417.0,3447.0,0,0,,,,SATISFIABLE,9.97795,900.09813,912.4739,UNSATISFIABLE,9.75402,32.27734,68.83507,,,,,944.75124
spam,3556,0.1,2.0,1,1,3519.0,1294.0,2667.0,1722.0,0,0,,,,SATISFIABLE,9.97474,900.09408,912.40375,UNSATISFIABLE,9.51107,44.66976,82.60704,,,,,957.07351
target,1732,0.1,0.0,1,9,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,39.76808,22.76989,64.5468,,,,,22.76989
target,1732,0.1,0.1,1,7,34.0,0.0,43.0,0.0,0,0,,,,OPTIMUM,0.80391,10.88625,11.97501,UNSATISFIABLE,0.81825,5.52051,10.80058,,,,,17.49552
target,1732,0.1,0.25,1,3,97.0,0.0,95.0,0.0,0,0,,,,OPTIMUM,0.82987,3.23929,4.35621,UNSATISFIABLE,0.85526,5.17092,10.21938,,,,,9.52713
target,1732,0.1,0.5,1,3,190.0,0.0,195.0,0.0,0,0,,,,OPTIMUM,0.81356,3.18316,4.28868,UNSATISFIABLE,0.83333,5.40787,10.44219,,,,,9.69655
target,1732,0.1,0.7,1,3,276.0,0.0,263.0,0.0,0,0,,,,OPTIMUM,0.82606,2.59408,3.71071,UNSATISFIABLE,0.85148,8.91837,13.41601,,,,,12.62908
target,1732,0.1,1.0,1,2,401.0,0.0,369.0,0.0,0,0,,,,OPTIMUM,0.82025,2.46795,3.57385,UNSATISFIABLE,0.88869,11.82074,16.12307,,,,,15.39459
target,1732,0.1,1.5,1,2,602.0,0.0,553.0,0.0,0,0,,,,OPTIMUM,0.82968,2.26723,3.38719,UNSATISFIABLE,0.92732,5.69309,10.03645,,,,,9.08028
target,1732,0.1,1.75,1,2,686.0,0.0,661.0,0.0,0,0,,,,OPTIMUM,0.83825,2.49823,3.63369,UNSATISFIABLE,0.86412,11.61315,15.58439,,,,,15.24684
target,1732,0.1,2.0,1,1,781.0,0.0,759.0,0.0,0,0,,,,OPTIMUM,0.85717,2.38283,3.53758,UNSATISFIABLE,0.99713,4.93517,8.95657,,,,,8.472750000000001
target,2352,0.1,0.0,1,9,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,39.76808,22.76989,64.5468,,,,,22.76989
target,2352,0.1,0.1,1,3,41.0,0.0,36.0,0.0,0,0,,,,OPTIMUM,0.82221,3.30296,4.40791,UNSATISFIABLE,0.83976,3.9654,8.67579,,,,,8.37331
target,2352,0.1,0.25,1,3,100.0,0.0,92.0,0.0,0,0,,,,OPTIMUM,0.82423,6.15423,7.26278,UNSATISFIABLE,0.84,5.06931,9.68878,,,,,12.33209
target,2352,0.1,0.5,1,2,192.0,0.0,193.0,0.0,0,0,,,,OPTIMUM,0.82296,11.12915,12.23961,UNSATISFIABLE,1.02721,5.05856,9.87024,,,,,17.29817
target,2352,0.1,0.7,1,2,263.0,0.0,276.0,0.0,0,0,,,,OPTIMUM,0.90093,10.98106,12.1766,UNSATISFIABLE,0.83673,5.25652,9.96364,,,,,17.433120000000002
target,2352,0.1,1.0,1,1,378.0,0.0,392.0,0.0,0,0,,,,OPTIMUM,0.82068,2.95521,4.06931,UNSATISFIABLE,0.86815,5.79685,10.19429,,,,,9.86616
target,2352,0.1,1.5,1,1,577.0,0.0,578.0,0.0,0,0,,,,OPTIMUM,0.8337,2.32399,3.45141,UNSATISFIABLE,0.97616,5.30582,9.51582,,,,,8.75723
target,2352,0.1,1.75,1,1,669.0,0.0,678.0,0.0,0,0,,,,OPTIMUM,0.82926,2.31851,3.44351,UNSATISFIABLE,0.99301,5.0437,8.96144,,,,,8.487210000000001
target,2352,0.1,2.0,1,1,751.0,0.0,789.0,0.0,0,0,,,,OPTIMUM,0.85418,2.37621,3.52546,UNSATISFIABLE,0.99474,5.11805,8.93798,,,,,8.64351
target,3556,0.1,0.0,1,9,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,39.76808,22.76989,64.5468,,,,,22.76989
target,3556,0.1,0.1,1,6,41.0,0.0,36.0,0.0,0,0,,,,OPTIMUM,0.82122,3.18685,4.29293,UNSATISFIABLE,0.82052,4.87467,12.51713,,,,,9.1676
target,3556,0.1,0.25,1,4,98.0,0.0,94.0,0.0,0,0,,,,OPTIMUM,0.80447,3.24528,4.33616,UNSATISFIABLE,0.82209,5.67138,10.57903,,,,,10.00754
target,3556,0.1,0.5,1,3,199.0,0.0,186.0,0.0,0,0,,,,OPTIMUM,0.81305,3.29465,4.40463,UNSATISFIABLE,0.82827,3.28198,8.10033,,,,,7.68661
target,3556,0.1,0.7,1,3,273.0,0.0,266.0,0.0,0,0,,,,OPTIMUM,0.83786,2.96283,4.09116,UNSATISFIABLE,0.83408,5.38932,9.97315,,,,,9.48048
target,3556,0.1,1.0,1,2,375.0,0.0,395.0,0.0,0,0,,,,OPTIMUM,0.81655,2.54457,3.65903,UNSATISFIABLE,0.85218,5.42147,9.89355,,,,,9.0805
target,3556,0.1,1.5,1,2,564.0,0.0,591.0,0.0,0,0,,,,OPTIMUM,0.83541,2.67833,3.81452,UNSATISFIABLE,0.71605,5.08962,9.22158,,,,,8.90414
target,3556,0.1,1.75,1,2,651.0,0.0,696.0,0.0,0,0,,,,OPTIMUM,0.8317,2.28827,3.43184,UNSATISFIABLE,0.89287,5.00812,9.00837,,,,,8.43996
target,3556,0.1,2.0,1,2,745.0,0.0,795.0,0.0,0,0,,,,OPTIMUM,0.83139,2.34266,3.48196,UNSATISFIABLE,0.69923,5.36902,9.28182,,,,,8.85098
wine,1732,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.0544,0.17342,1.31399,,,,,0.17342
wine,1732,0.1,0.1,1,1,7.0,0.0,10.0,0.0,0,0,,,,OPTIMUM,0.11483,0.15493,0.30157,UNSATISFIABLE,0.12617,0.11388,0.47956,,,,,0.41545
wine,1732,0.1,0.25,1,1,15.0,0.0,29.0,0.0,0,0,,,,OPTIMUM,0.11663,0.62192,0.77208,UNSATISFIABLE,0.12534,0.10213,0.46848,,,,,0.8742099999999999
wine,1732,0.1,0.5,1,1,32.0,0.0,57.0,0.0,0,0,,,,OPTIMUM,0.1157,0.53886,0.67767,UNSATISFIABLE,0.12578,0.09817,0.45498,,,,,0.77584
wine,1732,0.1,0.7,1,2,40.0,0.0,84.0,0.0,0,0,,,,OPTIMUM,0.11798,0.84914,0.99824,UNSATISFIABLE,0.12364,0.09666,0.45488,,,,,1.0949
wine,1732,0.1,1.0,1,2,60.0,0.0,118.0,0.0,0,0,,,,OPTIMUM,0.11584,0.71229,0.85572,UNSATISFIABLE,0.12773,0.1461,0.39899,,,,,1.00182
wine,1732,0.1,1.5,1,1,85.0,0.0,182.0,0.0,0,0,,,,OPTIMUM,0.11762,0.84476,0.99594,UNSATISFIABLE,0.1263,0.14489,0.38571,,,,,1.14083
wine,1732,0.1,1.75,1,1,104.0,0.0,207.0,0.0,0,0,,,,OPTIMUM,0.11646,0.39148,0.54121,UNSATISFIABLE,0.124,0.13856,0.37756,,,,,0.67977
wine,1732,0.1,2.0,1,1,123.0,0.0,233.0,0.0,0,0,,,,OPTIMUM,0.11605,0.27057,0.41885,UNSATISFIABLE,0.12451,0.14053,0.37201,,,,,0.55938
wine,2352,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.0544,0.17342,1.31399,,,,,0.17342
wine,2352,0.1,0.1,1,1,9.0,0.0,8.0,0.0,0,0,,,,OPTIMUM,0.11414,0.15667,0.29317,UNSATISFIABLE,0.12552,0.10162,0.39324,,,,,0.39479
wine,2352,0.1,0.25,1,1,15.0,0.0,29.0,0.0,0,0,,,,OPTIMUM,0.12186,0.3047,0.45882,UNSATISFIABLE,0.1277,0.16032,0.4582,,,,,0.61914
wine,2352,0.1,0.5,1,1,30.0,0.0,59.0,0.0,0,0,,,,OPTIMUM,0.11677,0.70429,0.84813,UNSATISFIABLE,0.1268,0.08461,0.38313,,,,,0.93274
wine,2352,0.1,0.7,1,1,39.0,0.0,85.0,0.0,0,0,,,,OPTIMUM,0.11655,1.82304,1.96793,UNSATISFIABLE,0.12753,0.08172,0.32439,,,,,2.04965
wine,2352,0.1,1.0,1,1,64.0,0.0,114.0,0.0,0,0,,,,OPTIMUM,0.11717,0.78186,0.93188,UNSATISFIABLE,0.12634,0.13911,0.36255,,,,,1.07099
wine,2352,0.1,1.5,1,1,94.0,0.0,173.0,0.0,0,0,,,,OPTIMUM,0.12121,0.69462,0.84588,UNSATISFIABLE,0.12729,0.07762,0.29533,,,,,0.9235
wine,2352,0.1,1.75,1,1,107.0,0.0,204.0,0.0,0,0,,,,OPTIMUM,0.11528,1.37891,1.52563,UNSATISFIABLE,0.12533,0.09342,0.32804,,,,,1.61905
wine,2352,0.1,2.0,1,1,126.0,0.0,230.0,0.0,0,0,,,,OPTIMUM,0.11985,0.7379,0.89101,UNSATISFIABLE,0.12983,0.07639,0.3173,,,,,0.9674
wine,3556,0.1,0.0,1,3,,,,,0,0,,,,,,,0.0,UNSATISFIABLE,1.0544,0.17342,1.31399,,,,,0.17342
wine,3556,0.1,0.1,1,1,3.0,0.0,14.0,0.0,0,0,,,,OPTIMUM,0.11705,0.15292,0.30126,UNSATISFIABLE,0.12439,0.15544,2.81335,,,,,0.4567
